Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date,latitude_real,longitude_real
2049 W CERMAK,2049,WEST,CERMAK,-87.6777507,41.8519409,2049 WEST CERMAK ROAD,W,2049 W CERMAK,,,,,,,2134043,12/7/2007 2:08,5LSX415,CA,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,JEEP,30,TRUE,12/7/2007 2:08,41.8519409,-87.6777507
2015 W CERMAK,2015,WEST,CERMAK,-87.6764962,41.8519171,2015 WEST CERMAK ROAD,W,2015 W CERMAK,,,,,,,242092,2/14/2007 2:11,3256724,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,BUIC,30,TRUE,2/14/2007 2:11,41.8519171,-87.6764962
2013 W CERMAK,,,,,,,,,0.768,dstk,41.852096,-87.676061,2013 W CERMAK,2013 W Cermak Rd,242093,2/14/2007 2:12,T580445,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,INFI,30,TRUE,2/14/2007 2:12,41.852096,-87.676061
2011 W CERMAK,2011,WEST,CERMAK,-87.6763703,41.8519335,2011 WEST CERMAK ROAD,W,2011 W CERMAK,,,,,,,242094,2/14/2007 2:14,7186021,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:14,41.8519335,-87.6763703
2011 W CERMAK,2011,WEST,CERMAK,-87.6763703,41.8519335,2011 WEST CERMAK ROAD,W,2011 W CERMAK,,,,,,,243080,2/14/2007 2:14,3615766,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:14,41.8519335,-87.6763703
2011 W CERMAK,2011,WEST,CERMAK,-87.6763703,41.8519335,2011 WEST CERMAK ROAD,W,2011 W CERMAK,,,,,,,2432224,12/7/2007 2:22,8485028,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,HOND,30,TRUE,12/7/2007 2:22,41.8519335,-87.6763703
2216 S KEDZIE,2216,SOUTH,KEDZIE,-87.7054832,41.8511594,2216 SOUTH KEDZIE AVENUE,S,2216 S KEDZIE,,,,,,,242264,2/13/2007 7:45,8077638,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 7:45,41.8511594,-87.7054832
2216 S KEDZIE,2216,SOUTH,KEDZIE,-87.7054832,41.8511594,2216 SOUTH KEDZIE AVENUE,S,2216 S KEDZIE,,,,,,,2536425,2/13/2007 15:30,2546071,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,ACUR,30,TRUE,2/13/2007 15:30,41.8511594,-87.7054832
5111 S HALSTED,5111,SOUTH,HALSTED,-87.645056,41.801125,5111 SOUTH HALSTED STREET,S,5111 S HALSTED,,,,,,,242340,2/15/2007 2:53,9565701,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,9,DODG,30,TRUE,2/15/2007 2:53,41.801125,-87.645056
5140 S RACINE,,,,,,,,,0.75,dstk,41.800704,-87.655115,5140 S RACINE,5140 S Racine Ave,242341,2/15/2007 3:30,9110127,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,9,CHEV,30,TRUE,2/15/2007 3:30,41.800704,-87.655115
5216 S RACINE,,,,,,,,,0.75,dstk,41.799321,-87.655077,5216 S RACINE,5216 S Racine Ave,242342,2/15/2007 3:35,9454272,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,9,MERC,30,TRUE,2/15/2007 3:35,41.799321,-87.655077
5215 S DAMEN,,,,,,,,,0.75,Bing,41.79876275,-87.67437592,5215 S DAMEN,"5215 S Damen Ave, Chicago, IL 60609, United States",242344,2/16/2007 5:32,229H432,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,9,FORD,30,TRUE,2/16/2007 5:32,41.7987627536,-87.6743759215
1932 W HARRISON,,,,,,,,,0.781,dstk,37.796711,-89.351655,1932 W HARRISON,1932 W Harrison Rd,242406,2/13/2007 16:10,6426501,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,9,BUIC,30,TRUE,2/13/2007 16:10,37.796711,-89.351655
1941 W HARRISON,,,,,,,,,0.75,Bing,41.8740081,-87.67536365,1941 W HARRISON,"1941 W Harrison St, Chicago, IL 60612, United States",242407,2/13/2007 16:12,8586249,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,9,DODG,30,TRUE,2/13/2007 16:12,41.8740081042,-87.675363645
2301 E 67TH ST,,,,,,,,,0.808,dstk,41.773521,-87.569983,2301 E 67TH ST,2301 E 67th St,242442,2/13/2007 16:43,F579364,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,TOYT,30,TRUE,2/13/2007 16:43,41.773521,-87.569983
2152 E 71ST,2152,EAST,71ST,-87.571756,41.7664367,2152 EAST 71ST STREET,E,2152 E 71ST,,,,,,,242443,2/13/2007 18:12,G127297,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,CADI,30,TRUE,2/13/2007 18:12,41.7664367,-87.571756
2044 E 71ST,2044,EAST,71ST,-87.5745934,41.76643,2044 EAST 71ST STREET,E,2044 E 71ST,,,,,,,242445,2/13/2007 17:29,3357598,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,NISS,30,TRUE,2/13/2007 17:29,41.76643,-87.5745934
2050 E 71ST,2050,EAST,71ST,-87.5743197,41.76651,2050 EAST 71ST STREET,E,2050 E 71ST,,,,,,,242446,2/13/2007 17:31,7341023,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,SATR,30,TRUE,2/13/2007 17:31,41.76651,-87.5743197
2144 E 71ST,2144,EAST,71ST,-87.5721574,41.7664333,2144 EAST 71ST STREET,E,2144 E 71ST,,,,,,,242557,2/13/2007 17:06,1408478,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,LEXU,30,TRUE,2/13/2007 17:06,41.7664333,-87.5721574
2116 E 71ST,2116,EAST,71ST,-87.5731072,41.7664273,2116 EAST 71ST STREET,E,2116 E 71ST,,,,,,,242558,2/13/2007 17:21,372H318,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,BUIC,30,TRUE,2/13/2007 17:21,41.7664273,-87.5731072
2116 E 71ST,2116,EAST,71ST,-87.5731072,41.7664273,2116 EAST 71ST STREET,E,2116 E 71ST,,,,,,,242559,2/13/2007 17:20,T463604,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,TOYT,30,TRUE,2/13/2007 17:20,41.7664273,-87.5731072
2054 E 71ST,2054,EAST,71ST,-87.5741638,41.7664236,2054 EAST 71ST STREET,E,2054 E 71ST,,,,,,,242560,2/13/2007 17:30,J297748,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,3,INFI,30,TRUE,2/13/2007 17:30,41.7664236,-87.5741638
4261 W CERMAK,4261,WEST,CERMAK,-87.7319553,41.8511584,4261 WEST CERMAK ROAD,W,4261 W CERMAK,,,,,,,242894,2/14/2007 0:27,9582682,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/14/2007 0:27,41.8511584,-87.7319553
4035 W CERMAK,4035,WEST,CERMAK,-87.7261681,41.8512462,4035 WEST CERMAK ROAD,W,4035 W CERMAK,,,,,,,242896,2/14/2007 1:44,388H571,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/14/2007 1:44,41.8512462,-87.7261681
4019 W CERMAK,4019,WEST,CERMAK,-87.725618,41.8512717,4019 WEST CERMAK ROAD,W,4019 W CERMAK,,,,,,,242897,2/14/2007 1:46,3607364,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,MERC,30,TRUE,2/14/2007 1:46,41.8512717,-87.725618
4017 W CERMAK,,,,,,,,,0.768,dstk,41.851569,-87.72535,4017 W CERMAK,4017 W Cermak Rd,242898,2/14/2007 1:50,8485872,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 1:50,41.851569,-87.72535
4017 W CERMAK,,,,,,,,,0.768,dstk,41.851569,-87.72535,4017 W CERMAK,4017 W Cermak Rd,2131557,12/6/2007 8:05,8485872,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,12/6/2007 8:05,41.851569,-87.72535
3515 W 16TH ST,,,,,,,,,0.808,dstk,41.858919,-87.713243,3515 W 16TH ST,3515 W 16th St,243016,2/14/2007 1:06,6318108,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 1:06,41.858919,-87.713243
3939 W CERMAK RD,,,,,,,,,0.841,dstk,41.851483,-87.723543,3939 W CERMAK RD,3939 W Cermak Rd,243017,2/14/2007 1:19,7914173,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,BUIC,30,TRUE,2/14/2007 1:19,41.851483,-87.723543
3622 W CERMAK RD,,,,,,,,,0.841,dstk,41.851727,-87.715775,3622 W CERMAK RD,3622 W Cermak Rd,243018,2/14/2007 1:20,9835526,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,BUIC,30,TRUE,2/14/2007 1:20,41.851727,-87.715775
3620 W CERMAK RD,,,,,,,,,0.841,dstk,41.851728,-87.715711,3620 W CERMAK RD,3620 W Cermak Rd,243019,2/14/2007 1:23,3479862,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 1:23,41.851728,-87.715711
3540 W CERMAK RD,,,,,,,,,0.841,dstk,41.85175,-87.713809,3540 W CERMAK RD,3540 W Cermak Rd,243020,2/14/2007 1:29,8498950,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,JEEP,30,TRUE,2/14/2007 1:29,41.85175,-87.713809
3546 W CERMAK RD,,,,,,,,,0.841,dstk,41.851749,-87.7139,3546 W CERMAK RD,3546 W Cermak Rd,243021,2/14/2007 1:33,9376836,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 1:33,41.851749,-87.7139
3315 W CERMAK RD,,,,,,,,,0.841,dstk,41.851653,-87.708203,3315 W CERMAK RD,3315 W Cermak Rd,243022,2/14/2007 1:36,78508GB,IL,TRK,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 1:36,41.851653,-87.708203
3251 W CERMAK RD,,,,,,,,,0.841,dstk,41.851671,-87.706799,3251 W CERMAK RD,3251 W Cermak Rd,243023,2/14/2007 1:41,9404458,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 1:41,41.851671,-87.706799
3251 W CERMAK RD,,,,,,,,,0.841,dstk,41.851671,-87.706799,3251 W CERMAK RD,3251 W Cermak Rd,243028,2/14/2007 1:49,6747265,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 1:49,41.851671,-87.706799
3249 W CERMAK RD,,,,,,,,,0.841,dstk,41.851672,-87.706772,3249 W CERMAK RD,3249 W Cermak Rd,243024,2/14/2007 1:43,9444190,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PLYM,30,TRUE,2/14/2007 1:43,41.851672,-87.706772
3247 W CERMAK RD,,,,,,,,,0.841,dstk,41.851672,-87.706745,3247 W CERMAK RD,3247 W Cermak Rd,243025,2/14/2007 1:45,9485675,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 1:45,41.851672,-87.706745
3247 W CERMAK RD,,,,,,,,,0.841,dstk,41.851672,-87.706745,3247 W CERMAK RD,3247 W Cermak Rd,243026,2/14/2007 1:46,6579490,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,HOND,30,TRUE,2/14/2007 1:46,41.851672,-87.706745
3245 W CERMAK RD,,,,,,,,,0.841,dstk,41.851673,-87.706719,3245 W CERMAK RD,3245 W Cermak Rd,243027,2/14/2007 1:47,6588751,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 1:47,41.851673,-87.706719
3202 W CERMAK RD,,,,,,,,,0.841,dstk,41.851839,-87.705316,3202 W CERMAK RD,3202 W Cermak Rd,243029,2/14/2007 1:51,9413321,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,LINC,30,TRUE,2/14/2007 1:51,41.851839,-87.705316
3119 W CERMAK RD,,,,,,,,,0.841,dstk,41.851712,-87.703385,3119 W CERMAK RD,3119 W Cermak Rd,243030,2/14/2007 2:00,6536598,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:00,41.851712,-87.703385
3104 W CERMAK RD,,,,,,,,,0.841,dstk,41.85187,-87.702935,3104 W CERMAK RD,3104 W Cermak Rd,243031,2/14/2007 6:02,7046153,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,OLDS,30,TRUE,2/14/2007 6:02,41.85187,-87.702935
3110 W CERMAK RD,,,,,,,,,0.841,dstk,41.851867,-87.703179,3110 W CERMAK RD,3110 W Cermak Rd,243032,2/14/2007 2:05,6501993,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,JEEP,30,TRUE,2/14/2007 2:05,41.851867,-87.703179
3112 W CERMAK RD,,,,,,,,,0.841,dstk,41.851865,-87.70324,3112 W CERMAK RD,3112 W Cermak Rd,243033,2/14/2007 2:06,8093013,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:06,41.851865,-87.70324
3116 W CERMAK RD,,,,,,,,,0.841,dstk,41.851863,-87.703361,3116 W CERMAK RD,3116 W Cermak Rd,243034,2/14/2007 2:09,70151FB,IL,TRK,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:09,41.851863,-87.703361
3124 W CERMAK RD,,,,,,,,,0.841,dstk,41.851858,-87.703791,3124 W CERMAK RD,3124 W Cermak Rd,243035,2/14/2007 2:10,3383468,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:10,41.851858,-87.703791
3138 W CERMAK RD,,,,,,,,,0.841,dstk,41.851853,-87.704118,3138 W CERMAK RD,3138 W Cermak Rd,243036,2/14/2007 2:15,9441261,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,NISS,30,TRUE,2/14/2007 2:15,41.851853,-87.704118
3142 W CERMAK RD,,,,,,,,,0.841,dstk,41.851852,-87.704173,3142 W CERMAK RD,3142 W Cermak Rd,243037,2/14/2007 2:16,9794872,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 2:16,41.851852,-87.704173
3210 W 26TH ST,,,,,,,,,0.808,dstk,41.844586,-87.705439,3210 W 26TH ST,3210 W 26th St,243038,2/14/2007 2:20,7522600,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/14/2007 2:20,41.844586,-87.705439
1537 S PULASKI,1537,SOUTH,PULASKI,-87.7246896,41.8595946,1537 SOUTH PULASKI ROAD,S,1537 S PULASKI,,,,,,,243103,2/14/2007 1:31,9393105,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,HYUN,30,TRUE,2/14/2007 1:31,41.8595946,-87.7246896
1606 S PULASKI,1606,SOUTH,PULASKI,-87.7251774,41.8585611,1606 SOUTH PULASKI ROAD,S,1606 S PULASKI,,,,,,,243104,2/14/2007 1:32,1152272,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,MERC,30,TRUE,2/14/2007 1:32,41.8585611,-87.7251774
1604 S PULASKI,,,,,,,,,0.772,dstk,41.858725,-87.725027,1604 S PULASKI,1604 S Pulaski Rd,243105,2/14/2007 1:37,AFQ8868,MI,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CADI,30,TRUE,2/14/2007 1:37,41.858725,-87.725027
2107 S PULASKI,,,,,,,,,0.772,dstk,41.853221,-87.724723,2107 S PULASKI,2107 S Pulaski Rd,243106,2/14/2007 2:15,1776845,IL,UVT,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/14/2007 2:15,41.853221,-87.724723
2504 S CALIF AVE,,,,,,,,,0.75,Bing,41.84624,-87.695632,2504 S CALIF AVE,"2504 S California Ave, Chicago, IL 60608, United States",243142,2/13/2007 7:43,448H906,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,GMC,30,TRUE,2/13/2007 7:43,41.84624,-87.695632
2504 S CALIF AVE,,,,,,,,,0.75,Bing,41.84624,-87.695632,2504 S CALIF AVE,"2504 S California Ave, Chicago, IL 60608, United States",243143,2/13/2007 7:40,8122415,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,TOYT,30,TRUE,2/13/2007 7:40,41.84624,-87.695632
2504 S CALIF AVE,,,,,,,,,0.75,Bing,41.84624,-87.695632,2504 S CALIF AVE,"2504 S California Ave, Chicago, IL 60608, United States",2716903,2/13/2007 7:40,4431620,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 7:40,41.84624,-87.695632
2510 S CALIF AVE,,,,,,,,,0.75,Bing,41.846031,-87.695625,2510 S CALIF AVE,"2510 S California Ave, Chicago, IL 60608, United States",243144,2/13/2007 7:45,9813512,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 7:45,41.846031,-87.695625
2510 S CALIF AVE,,,,,,,,,0.75,Bing,41.846031,-87.695625,2510 S CALIF AVE,"2510 S California Ave, Chicago, IL 60608, United States",243145,2/13/2007 1:45,8072807,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,JEEP,30,TRUE,2/13/2007 1:45,41.846031,-87.695625
2516 S CALIF AVE,,,,,,,,,0.75,Bing,41.845893,-87.695625,2516 S CALIF AVE,"2516 S California Ave, Chicago, IL 60608, United States",243146,2/13/2007 7:45,8540282,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PLYM,30,TRUE,2/13/2007 7:45,41.845893,-87.695625
2520 S CALIF AVE,,,,,,,,,0.75,Bing,41.845756,-87.695617,2520 S CALIF AVE,"2520 S California Ave, Chicago, IL 60608, United States",243147,2/13/2007 7:45,5198426,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PLYM,30,TRUE,2/13/2007 7:45,41.845756,-87.695617
2438 S CALIF AVE,,,,,,,,,0.75,Bing,41.847099,-87.695663,2438 S CALIF AVE,"2438 S California Ave, Chicago, IL 60608, United States",243148,2/13/2007 7:55,4421050,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/13/2007 7:55,41.847099,-87.695663
2438 S CALIF AVE,,,,,,,,,0.75,Bing,41.847099,-87.695663,2438 S CALIF AVE,"2438 S California Ave, Chicago, IL 60608, United States",243149,2/13/2007 7:55,6569348,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 7:55,41.847099,-87.695663
2442 S CALIF AVE,,,,,,,,,0.75,Bing,41.846965,-87.695655,2442 S CALIF AVE,"2442 S California Ave, Chicago, IL 60608, United States",243150,2/13/2007 7:55,7277708,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 7:55,41.846965,-87.695655
2442 S CALIF AVE,,,,,,,,,0.75,Bing,41.846965,-87.695655,2442 S CALIF AVE,"2442 S California Ave, Chicago, IL 60608, United States",243151,2/13/2007 7:55,8753488,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,BUIC,30,TRUE,2/13/2007 7:55,41.846965,-87.695655
2450 S CALIF AVE,,,,,,,,,0.75,Bing,41.846767,-87.695648,2450 S CALIF AVE,"2450 S California Ave, Chicago, IL 60608, United States",243152,2/13/2007 7:55,7572899,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/13/2007 7:55,41.846767,-87.695648
2400 S CALIF AVE,,,,,,,,,0.71,GoogleV3,41.8479043,-87.6953177,2400 S CALIF AVE,"2400 S California Ave, Chicago, IL 60608, USA",243154,2/13/2007 8:00,7903690,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,DODG,30,TRUE,2/13/2007 8:00,41.8479043,-87.6953177
2400 S CALIF AVE,,,,,,,,,0.71,GoogleV3,41.8479043,-87.6953177,2400 S CALIF AVE,"2400 S California Ave, Chicago, IL 60608, USA",243155,2/13/2007 8:00,YGZ55,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,HYUN,30,TRUE,2/13/2007 8:00,41.8479043,-87.6953177
2221 S CALIF AVE,,,,,,,,,0.75,Bing,41.851253,-87.695075,2221 S CALIF AVE,"2221 S California Ave, Chicago, IL 60608, United States",243156,2/13/2007 8:15,4200631,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/13/2007 8:15,41.851253,-87.695075
2221 S CALIF AVE,,,,,,,,,0.75,Bing,41.851253,-87.695075,2221 S CALIF AVE,"2221 S California Ave, Chicago, IL 60608, United States",243157,2/13/2007 8:15,5691543,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,OLDS,30,TRUE,2/13/2007 8:15,41.851253,-87.695075
2221 S CALIF AVE,,,,,,,,,0.75,Bing,41.851253,-87.695075,2221 S CALIF AVE,"2221 S California Ave, Chicago, IL 60608, United States",243158,2/13/2007 8:15,8041732,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,NISS,30,TRUE,2/13/2007 8:15,41.851253,-87.695075
2221 S CALIF AVE,,,,,,,,,0.75,Bing,41.851253,-87.695075,2221 S CALIF AVE,"2221 S California Ave, Chicago, IL 60608, United States",2357038,2/13/2007 8:15,9325941,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,HOND,30,TRUE,2/13/2007 8:15,41.851253,-87.695075
2222 S CALIF AVE,,,,,,,,,0.75,Bing,41.851173,-87.695777,2222 S CALIF AVE,"2222 S California Ave, Chicago, IL 60608, United States",243159,2/13/2007 8:15,7890133,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 8:15,41.851173,-87.695777
2241 S CALIF AVE,,,,,,,,,0.75,Bing,41.850639,-87.69506,2241 S CALIF AVE,"2241 S California Ave, Chicago, IL 60608, United States",243160,2/13/2007 8:55,8139993,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/13/2007 8:55,41.850639,-87.69506
2241 S CALIF AVE,,,,,,,,,0.75,Bing,41.850639,-87.69506,2241 S CALIF AVE,"2241 S California Ave, Chicago, IL 60608, United States",243166,2/13/2007 9:00,6578814,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/13/2007 9:00,41.850639,-87.69506
2236 S CALIF AVE,,,,,,,,,0.75,Bing,41.850791,-87.695762,2236 S CALIF AVE,"2236 S California Ave, Chicago, IL 60608, United States",243161,2/13/2007 8:55,9842544,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/13/2007 8:55,41.850791,-87.695762
2240 S CALIF AVE,,,,,,,,,0.75,Bing,41.850658,-87.695762,2240 S CALIF AVE,"2240 S California Ave, Chicago, IL 60608, United States",243162,2/13/2007 8:55,9444767,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/13/2007 8:55,41.850658,-87.695762
2255 S CALIF AVE,,,,,,,,,0.75,Bing,41.850273,-87.695053,2255 S CALIF AVE,"2255 S California Ave, Chicago, IL 60608, United States",243163,2/13/2007 9:00,76034CB,IL,TRK,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/13/2007 9:00,41.850273,-87.695053
2253 S CALIF AVE,,,,,,,,,0.75,Bing,41.850345,-87.695053,2253 S CALIF AVE,"2253 S California Ave, Chicago, IL 60608, United States",243164,2/13/2007 9:00,181H103,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 9:00,41.850345,-87.695053
2149 S CALIF AVE,,,,,,,,,0.71,GoogleV3,41.8522493,-87.6953112,2149 S CALIF AVE,"2149 S California Ave, Chicago, IL 60608, USA",243167,2/13/2007 9:05,3383050,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,PONT,30,TRUE,2/13/2007 9:05,41.8522493,-87.6953112
2141 S CALIF AVE,,,,,,,,,0.75,Bing,41.556465,-88.057121,2141 S CALIF AVE,"2141 California Ave, Lockport, IL 60441, United States",243168,2/13/2007 9:05,1387657,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,SUZI,30,TRUE,2/13/2007 9:05,41.556465,-88.057121
2141 S CALIF AVE,,,,,,,,,0.75,Bing,41.556465,-88.057121,2141 S CALIF AVE,"2141 California Ave, Lockport, IL 60441, United States",243169,2/13/2007 9:05,5124573,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,TOYT,30,TRUE,2/13/2007 9:05,41.556465,-88.057121
2141 S CALIF AVE,,,,,,,,,0.75,Bing,41.556465,-88.057121,2141 S CALIF AVE,"2141 California Ave, Lockport, IL 60441, United States",2806987,2/13/2007 9:05,9649373,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,GMC,30,TRUE,2/13/2007 9:05,41.556465,-88.057121
2125 S CALIF AVE,,,,,,,,,0.75,Bing,41.852931,-87.695121,2125 S CALIF AVE,"2125 S California Ave, Chicago, IL 60608, United States",243170,2/13/2007 9:10,457H424,IL,TMP,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,DODG,30,TRUE,2/13/2007 9:10,41.852931,-87.695121
2125 S CALIF AVE,,,,,,,,,0.75,Bing,41.852931,-87.695121,2125 S CALIF AVE,"2125 S California Ave, Chicago, IL 60608, United States",2716904,2/13/2007 9:10,5296632,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 9:10,41.852931,-87.695121
2121 S CALIF AVE,,,,,,,,,0.75,Bing,41.85308,-87.695129,2121 S CALIF AVE,"2121 S California Ave, Chicago, IL 60608, United States",243171,2/13/2007 8:10,9467406,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,CHEV,30,TRUE,2/13/2007 8:10,41.85308,-87.695129
2025 S CALIF AVE,,,,,,,,,0.75,Bing,41.853927,-87.695152,2025 S CALIF AVE,"2025 S California Ave, Chicago, IL 60608, United States",243173,2/13/2007 9:50,8508248,IL,PAS,964070,SNOW ROUTE: 2' OF SNOW OR MORE,10,FORD,30,TRUE,2/13/2007 9:50,41.853927,-87.695152
