Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
7328 N ASHLAND,,,,,,,,,0.755,dstk,42.014684,-87.670338,7328 N ASHLAND,7328 N Ashland Ave,73979,1/13/2012 3:18:00 AM,N128615,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,ACUR,60,True,2012-01-13 03:18:00
7328 N ASHLAND,,,,,,,,,0.755,dstk,42.014684,-87.670338,7328 N ASHLAND,7328 N Ashland Ave,73981,1/13/2012 3:21:00 AM,H831260,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,CHEV,60,True,2012-01-13 03:21:00
7328 N ASHLAND,,,,,,,,,0.755,dstk,42.014684,-87.670338,7328 N ASHLAND,7328 N Ashland Ave,73982,1/13/2012 3:24:00 AM,L321106,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,TOYT,60,True,2012-01-13 03:24:00
7326 N ASHLAND,7326,NORTH,ASHLAND,-87.6705324,42.0146844,7326 NORTH ASHLAND BOULEVARD,N,7326 N ASHLAND,,,,,,,73980,1/13/2012 3:20:00 AM,490N318,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,MERC,60,True,2012-01-13 03:20:00
7330 N ASHLAND,,,,,,,,,0.755,dstk,42.014744,-87.670342,7330 N ASHLAND,7330 N Ashland Ave,73983,1/13/2012 3:35:00 AM,P174623,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,VOLK,60,True,2012-01-13 03:35:00
7330 N ASHLAND,,,,,,,,,0.755,dstk,42.014744,-87.670342,7330 N ASHLAND,7330 N Ashland Ave,73985,1/13/2012 3:38:00 AM,8188682,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,HOND,60,True,2012-01-13 03:38:00
7332 N ASHLAND,,,,,,,,,0.755,dstk,42.014805,-87.670344,7332 N ASHLAND,7332 N Ashland Ave,73984,1/13/2012 3:37:00 AM,P242056,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,CHRY,60,True,2012-01-13 03:37:00
7340 N ASHLAND,,,,,,,,,0.755,dstk,42.014993,-87.670351,7340 N ASHLAND,7340 N Ashland Ave,73986,1/13/2012 3:39:00 AM,L612152,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,NISS,60,True,2012-01-13 03:39:00
7360 N ASHLAND,,,,,,,,,0.755,dstk,42.015515,-87.670369,7360 N ASHLAND,7360 N Ashland Ave,73987,1/13/2012 3:40:00 AM,K976751,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,HOND,60,True,2012-01-13 03:40:00
7238 N CALIFORNIA AV,,,,,,,,,0.816,dstk,42.013059,-87.699778,7238 N CALIFORNIA AV,7238 N California Ave,74012,1/13/2012 10:45:00 AM,5536142,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,FORD,60,True,2012-01-13 10:45:00
7241 N CALIFORNIA,7241,NORTH,CALIFORNIA,-87.6994139,42.0133136,7241 NORTH CALIFORNIA AVENUE,N,7241 N CALIFORNIA,,,,,,,74013,1/13/2012 10:45:00 AM,L419128,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,BMW,60,True,2012-01-13 10:45:00
1742 N LARAMIE,1742,NORTH,LARAMIE,-87.7560485,41.9126162,1742 NORTH LARAMIE AVENUE,N,1742 N LARAMIE,,,,,,,74469,1/13/2012 2:59:00 AM,L299566,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,HOND,60,True,2012-01-13 02:59:00
1724 N LARAMIE,1724,NORTH,LARAMIE,-87.7560097,41.9121215,1724 NORTH LARAMIE AVENUE,N,1724 N LARAMIE,,,,,,,74471,1/13/2012 3:04:00 AM,H729164,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-13 03:04:00
1710 N LARAMIE,1710,NORTH,LARAMIE,-87.7560105,41.911708,1710 NORTH LARAMIE AVENUE,N,1710 N LARAMIE,,,,,,,74472,1/13/2012 3:06:00 AM,LVJ760,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,SAAB,60,True,2012-01-13 03:06:00
1712 N LARAMIE,,,,,,,,,0.755,dstk,41.911791,-87.755744,1712 N LARAMIE,1712 N Laramie Ave,74473,1/13/2012 3:07:00 AM,8834789,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,BUIC,60,True,2012-01-13 03:07:00
1705 N ELARAMIE,,,,,,,,,0.75,Bing,41.9115982056,-87.7555618286,1705 N ELARAMIE,"1705 N Laramie Ave, Chicago, IL 60639, United States",74474,1/13/2012 3:11:00 AM,WAS888,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,FORD,60,True,2012-01-13 03:11:00
1705 N LARAMIE,1705,NORTH,LARAMIE,-87.7555715,41.9115107,1705 NORTH LARAMIE AVENUE,N,1705 N LARAMIE,,,,,,,74475,1/13/2012 3:12:00 AM,K809259,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,BUIC,60,True,2012-01-13 03:12:00
1640 N LARAMIE,1640,NORTH,LARAMIE,-87.755969,41.9107941,1640 NORTH LARAMIE AVENUE,N,1640 N LARAMIE,,,,,,,74476,1/13/2012 3:19:00 AM,H824403,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,KIA,60,True,2012-01-13 03:19:00
1636 N LARAMIE,1636,NORTH,LARAMIE,-87.7559917,41.9107128,1636 NORTH LARAMIE AVENUE,N,1636 N LARAMIE,,,,,,,74477,1/13/2012 3:21:00 AM,6439216,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-13 03:21:00
1632 N LARAMIE,1632,NORTH,LARAMIE,-87.7559501,41.9105476,1632 NORTH LARAMIE AVENUE,N,1632 N LARAMIE,,,,,,,74478,1/13/2012 3:24:00 AM,941SAB,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,GMC,60,True,2012-01-13 03:24:00
4301 W DIVERSEY,4301,WEST,DIVERSEY,-87.7348736,41.9314235,4301 WEST DIVERSEY AVENUE,W,4301 W DIVERSEY,,,,,,,74550,1/12/2012 2:39:00 PM,158N866,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,MITS,60,True,2012-01-12 14:39:00
4200 W DIVERSEY,4200,WEST,DIVERSEY,-87.7326314,41.9325103,4200 WEST DIVERSEY AVENUE,W,4200 W DIVERSEY,,,,,,,74551,1/12/2012 2:50:00 PM,D546570,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,PONT,60,True,2012-01-12 14:50:00
4222 W ARMITAGE,,,,,,,,,0.759,dstk,41.917164,-87.732206,4222 W ARMITAGE,4222 W Armitage Ave,74552,1/13/2012 8:16:00 AM,807YLY,TN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,OLDS,60,True,2012-01-13 08:16:00
4248 W ARMITAGE,4248,WEST,ARMITAGE,-87.7333483,41.9172501,4248 WEST ARMITAGE AVENUE,W,4248 W ARMITAGE,,,,,,,74553,1/13/2012 8:19:00 AM,587N223,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-13 08:19:00
4420 W ARMITAGE,4420,WEST,ARMITAGE,-87.7372678,41.9172136,4420 WEST ARMITAGE AVENUE,W,4420 W ARMITAGE,,,,,,,74554,1/13/2012 8:27:00 AM,L656355,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,MITS,60,True,2012-01-13 08:27:00
7305 N ASHLAND,,,,,,,,,0.755,dstk,42.013977,-87.670165,7305 N ASHLAND,7305 N Ashland Ave,74735,1/13/2012 2:37:00 AM,X704606,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,BMW,60,True,2012-01-13 02:37:00
7309 N ASHALND,,,,,,,,,0.732,dstk,42.014113,-87.67017,7309 N ASHALND,7309 N Ashland Ave,74736,1/13/2012 2:38:00 AM,N331804,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,NISS,60,True,2012-01-13 02:38:00
6610 S ASHLAND,,,,,,,,,0.755,dstk,41.773821,-87.66414,6610 S ASHLAND,6610 S Ashland Ave,74802,1/13/2012 1:34:00 AM,X513449,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,PONT,60,True,2012-01-13 01:34:00
6616 S ASHLAND,,,,,,,,,0.755,dstk,41.773707,-87.664138,6616 S ASHLAND,6616 S Ashland Ave,74803,1/13/2012 1:38:00 AM,X728972,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 01:38:00
6618 S ASHLAND,,,,,,,,,0.755,dstk,41.773669,-87.664137,6618 S ASHLAND,6618 S Ashland Ave,74804,1/13/2012 1:40:00 AM,A563750,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,LEXU,60,True,2012-01-13 01:40:00
6620 S ASHLAND,,,,,,,,,0.755,dstk,41.773632,-87.664134,6620 S ASHLAND,6620 S Ashland Ave,74805,1/13/2012 1:41:00 AM,X475584,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 01:41:00
6622 S ASHLAND,,,,,,,,,0.755,dstk,41.773594,-87.664133,6622 S ASHLAND,6622 S Ashland Ave,74806,1/13/2012 1:44:00 AM,L255010,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MAZD,60,True,2012-01-13 01:44:00
6630 S ASHLAND,,,,,,,,,0.755,dstk,41.773442,-87.66413,6630 S ASHLAND,6630 S Ashland Ave,74807,1/13/2012 1:46:00 AM,550N030,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 01:46:00
6692 S ASHLAND,,,,,,,,,0.755,dstk,41.772303,-87.6641,6692 S ASHLAND,6692 S Ashland Ave,74808,1/13/2012 1:50:00 AM,G297885,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 01:50:00
6638 S ASHLAND,6638,SOUTH,ASHLAND,-87.6643381,41.7728578,6638 SOUTH ASHLAND AVENUE,S,6638 S ASHLAND,,,,,,,74809,1/13/2012 1:51:00 AM,L641999,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2012-01-13 01:51:00
7242 S ASHLAND,,,,,,,,,0.755,dstk,41.76218,-87.663713,7242 S ASHLAND,7242 S Ashland Ave,74810,1/13/2012 1:58:00 AM,K519310,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,OLDS,60,True,2012-01-13 01:58:00
6915 S ASHLAND,6915,SOUTH,ASHLAND,-87.663436,41.7680095,6915 SOUTH ASHLAND AVENUE,S,6915 S ASHLAND,,,,,,,74811,1/13/2012 2:04:00 AM,269N829,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,PONT,60,True,2012-01-13 02:04:00
6915 S ASHLAND,6915,SOUTH,ASHLAND,-87.663436,41.7680095,6915 SOUTH ASHLAND AVENUE,S,6915 S ASHLAND,,,,,,,74812,1/13/2012 2:06:00 AM,11999V,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 02:06:00
5519 S ASHLAND,,,,,,,,,0.755,dstk,41.79339,-87.664495,5519 S ASHLAND,5519 S Ashland Ave,74814,1/13/2012 2:16:00 AM,K539764,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2012-01-13 02:16:00
5614 S RACINE,,,,,,,,,0.75,dstk,41.792083,-87.654898,5614 S RACINE,5614 S Racine Ave,74815,1/13/2012 2:25:00 AM,L170783,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2012-01-13 02:25:00
5614 S RACINE,,,,,,,,,0.75,dstk,41.792083,-87.654898,5614 S RACINE,5614 S Racine Ave,74816,1/13/2012 2:32:00 AM,H705804,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,JEEP,60,True,2012-01-13 02:32:00
55295 S RACINE,,,,,,,,,0.71,GoogleV3,41.7759607,-87.6544188,55295 S RACINE,"S Racine Ave, Chicago, IL, USA",74817,1/13/2012 2:35:00 AM,L413141,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,VOLK,60,True,2012-01-13 02:35:00
6121 S RACINE,6121,SOUTH,RACINE,-87.6543184,41.7825806,6121 SOUTH RACINE AVENUE,S,6121 S RACINE,,,,,,,74818,1/13/2012 2:57:00 AM,L653213,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2012-01-13 02:57:00
6846 S RACINE,6846,SOUTH,RACINE,-87.6545599,41.7690435,6846 SOUTH RACINE AVENUE,S,6846 S RACINE,,,,,,,74819,1/13/2012 2:13:00 AM,W468775,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 02:13:00
2145 W 71ST,2145,WEST,71ST,-87.6777037,41.7645466,2145 WEST 71ST STREET,W,2145 W 71ST,,,,,,,74820,1/13/2012 3:29:00 AM,6293543,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,HYUN,60,True,2012-01-13 03:29:00
7013 S DAMEN,7013,SOUTH,DAMEN,-87.6732994,41.7661651,7013 SOUTH DAMEN AVENUE,S,7013 S DAMEN,,,,,,,74821,1/13/2012 3:43:00 AM,9610624,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BMW,60,True,2012-01-13 03:43:00
6645 S DAMEN,6645,SOUTH,DAMEN,-87.6734737,41.7725797,6645 SOUTH DAMEN AVENUE,S,6645 S DAMEN,,,,,,,74822,1/13/2012 3:47:00 AM,L318145,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2012-01-13 03:47:00
6136 S DAMEN,6136,SOUTH,DAMEN,-87.6742486,41.7818481,6136 SOUTH DAMEN AVENUE,S,6136 S DAMEN,,,,,,,74823,1/13/2012 4:00:00 AM,9190138,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MITS,60,True,2012-01-13 04:00:00
5750 S DAMEN,5750,SOUTH,DAMEN,-87.6744492,41.7887608,5750 SOUTH DAMEN AVENUE,S,5750 S DAMEN,,,,,,,74824,1/13/2012 4:04:00 AM,N597761,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,SATR,60,True,2012-01-13 04:04:00
7314 S DAMEN,7314,SOUTH,DAMEN,-87.6736539,41.7606368,7314 SOUTH DAMEN AVENUE,S,7314 S DAMEN,,,,,,,74825,1/13/2012 4:23:00 AM,L622072,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,OLDS,60,True,2012-01-13 04:23:00
7314 S DAMEN,7314,SOUTH,DAMEN,-87.6736539,41.7606368,7314 SOUTH DAMEN AVENUE,S,7314 S DAMEN,,,,,,,129082,1/21/2012 11:19:00 PM,K786089,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,LINC,60,True,2012-01-21 23:19:00
1542 W 63RD,1542,WEST,63RD,-87.6634771,41.7797084,1542 WEST 63RD STREET,W,1542 W 63RD,,,,,,,74840,1/13/2012 3:10:00 AM,L676185,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 03:10:00
6413 S HALSTED,,,,,,,,,0.772,dstk,41.777632,-87.644656,6413 S HALSTED,6413 S Halsted St,74872,1/12/2012 8:55:00 PM,L214591,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CADI,60,True,2012-01-12 20:55:00
6612 S ASHLAND,,,,,,,,,0.755,dstk,41.773783,-87.664139,6612 S ASHLAND,6612 S Ashland Ave,74881,1/13/2012 1:35:00 AM,K525643,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 01:35:00
6414 S ASHLAND,,,,,,,,,0.755,dstk,41.777392,-87.66424,6414 S ASHLAND,6414 S Ashland Ave,74882,1/13/2012 1:35:00 AM,H580094,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2012-01-13 01:35:00
6724 S ASHLAND,,,,,,,,,0.755,dstk,41.771744,-87.664082,6724 S ASHLAND,6724 S Ashland Ave,74883,1/13/2012 1:43:00 AM,K523916,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHRY,60,True,2012-01-13 01:43:00
7244 S ASHALND,,,,,,,,,0.732,dstk,41.76218,-87.663713,7244 S ASHALND,7244 S Ashland Ave,74884,1/13/2012 1:58:00 AM,535N124,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,LEXU,60,True,2012-01-13 01:58:00
5528 S RACINE,,,,,,,,,0.75,dstk,41.793252,-87.654927,5528 S RACINE,5528 S Racine Ave,74885,1/13/2012 2:22:00 AM,K375699,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2012-01-13 02:22:00
5616 S RACINE,5616,SOUTH,RACINE,-87.655095,41.791813,5616 SOUTH RACINE AVENUE,S,5616 S RACINE,,,,,,,74886,1/13/2012 2:26:00 AM,A870960,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 02:26:00
5641 S RACINE,5641,SOUTH,RACINE,-87.6545212,41.7911359,5641 SOUTH RACINE AVENUE,S,5641 S RACINE,,,,,,,74887,1/13/2012 2:29:00 AM,N354398,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 02:29:00
5611 S RACINE,5611,SOUTH,RACINE,-87.6545538,41.791956,5611 SOUTH RACINE AVENUE,S,5611 S RACINE,,,,,,,74888,1/13/2012 2:33:00 AM,X625199,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHRY,60,True,2012-01-13 02:33:00
6016 S RACINE,,,,,,,,,0.75,dstk,41.784607,-87.654703,6016 S RACINE,6016 S Racine Ave,74889,1/13/2012 2:40:00 AM,L696188,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,NISS,60,True,2012-01-13 02:40:00
6022 S RACINE,,,,,,,,,0.75,dstk,41.784436,-87.6547,6022 S RACINE,6022 S Racine Ave,74890,1/13/2012 2:42:00 AM,F54809,WI,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2012-01-13 02:42:00
6229 S RACINE,,,,,,,,,0.75,dstk,41.781057,-87.654464,6229 S RACINE,6229 S Racine Ave,74891,1/13/2012 2:48:00 AM,K527694,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,PONT,60,True,2012-01-13 02:48:00
6127 S RACINE,6127,SOUTH,RACINE,-87.6542923,41.782432,6127 SOUTH RACINE AVENUE,S,6127 S RACINE,,,,,,,74892,1/13/2012 2:52:00 AM,A839340,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHRY,60,True,2012-01-13 02:52:00
6125 S RACINE,,,,,,,,,0.75,dstk,41.782842,-87.654512,6125 S RACINE,6125 S Racine Ave,74893,1/13/2012 2:54:00 AM,L964063,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,PONT,60,True,2012-01-13 02:54:00
6119 S RACINE,,,,,,,,,0.75,dstk,41.782943,-87.654514,6119 S RACINE,6119 S Racine Ave,74894,1/13/2012 2:57:00 AM,N685949,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2012-01-13 02:57:00
6119 S RACINE,,,,,,,,,0.75,dstk,41.782943,-87.654514,6119 S RACINE,6119 S Racine Ave,128904,1/20/2012 11:49:00 PM,K948530,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2012-01-20 23:49:00
6119 S RACINE,,,,,,,,,0.75,dstk,41.782943,-87.654514,6119 S RACINE,6119 S Racine Ave,129030,1/20/2012 11:25:00 PM,L606037,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2012-01-20 23:25:00
6848 S RACINE,,,,,,,,,0.75,dstk,41.769176,-87.654224,6848 S RACINE,6848 S Racine Ave,74895,1/13/2012 3:14:00 AM,K531223,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 03:14:00
2022 W 71ST ST,,,,,,,,,0.808,dstk,41.764875,-87.674305,2022 W 71ST ST,2022 W 71st St,74896,1/13/2012 3:26:00 AM,N694986,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,LINC,60,True,2012-01-13 03:26:00
2141 W 71ST ST,,,,,,,,,0.808,dstk,41.764766,-87.677503,2141 W 71ST ST,2141 W 71st St,74897,1/13/2012 3:30:00 AM,X384567,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,TOYT,60,True,2012-01-13 03:30:00
2131 W 71ST ST,,,,,,,,,0.808,dstk,41.764694,-87.677125,2131 W 71ST ST,2131 W 71st St,74898,1/13/2012 3:33:00 AM,L754620,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2012-01-13 03:33:00
2127 W 71ST ST,,,,,,,,,0.808,dstk,41.76477,-87.67706,2127 W 71ST ST,2127 W 71st St,74899,1/13/2012 3:35:00 AM,18631X,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2012-01-13 03:35:00
7077 S DAMEN,,,,,,,,,0.75,Bing,41.7649266869,-87.6734847575,7077 S DAMEN,"7077 S Damen Ave, Chicago, IL 60636, United States",74900,1/13/2012 3:39:00 AM,A843511,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,SATR,60,True,2012-01-13 03:39:00
2013 S DAMEN,,,,,,,,,0.75,Bing,41.8547109514,-87.6758337021,2013 S DAMEN,"2013 S Damen Ave, Chicago, IL 60608, United States",74901,1/13/2012 3:41:00 AM,466N681,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BMW,60,True,2012-01-13 03:41:00
6642 S DAMEN,6642,SOUTH,DAMEN,-87.6739785,41.7726152,6642 SOUTH DAMEN AVENUE,S,6642 S DAMEN,,,,,,,74902,1/13/2012 3:47:00 AM,P184278,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2012-01-13 03:47:00
6628 S DAMEN,,,,,,,,,0.75,Bing,41.7730178833,-87.6740951538,6628 S DAMEN,"6628 S Damen Ave, Chicago, IL 60636, United States",74903,1/13/2012 3:48:00 AM,390ODH,AK,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2012-01-13 03:48:00
6445 S DAMEN,6445,SOUTH,DAMEN,-87.673566,41.7761848,6445 SOUTH DAMEN AVENUE,S,6445 S DAMEN,,,,,,,74904,1/13/2012 3:53:00 AM,L890747,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,HOND,60,True,2012-01-13 03:53:00
6319 S DAMEN,6319,SOUTH,DAMEN,-87.6736484,41.7786224,6319 SOUTH DAMEN AVENUE,S,6319 S DAMEN,,,,,,,74905,1/13/2012 3:56:00 AM,L606453,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2012-01-13 03:56:00
7302 S DAMEN,7302,SOUTH,DAMEN,-87.6737187,41.7609716,7302 SOUTH DAMEN AVENUE,S,7302 S DAMEN,,,,,,,74906,1/13/2012 4:22:00 AM,4239251,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,TOYT,60,True,2012-01-13 04:22:00
7302 S DAMEN,7302,SOUTH,DAMEN,-87.6737187,41.7609716,7302 SOUTH DAMEN AVENUE,S,7302 S DAMEN,,,,,,,129080,1/21/2012 11:17:00 PM,4239251,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,TOYT,60,True,2012-01-21 23:17:00
7304 S DAMEN,7304,SOUTH,DAMEN,-87.6737222,41.760902,7304 SOUTH DAMEN AVENUE,S,7304 S DAMEN,,,,,,,74907,1/13/2012 4:23:00 AM,X763141,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,TOYT,60,True,2012-01-13 04:23:00
7308 S DAMEN,,,,,,,,,0.75,Bing,41.7595214844,-87.6737518311,7308 S DAMEN,"7308 S Damen Ave, Chicago, IL 60636, United States",74908,1/13/2012 4:24:00 AM,H272403,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,GMC,60,True,2012-01-13 04:24:00
7318 S DAMEN,7318,SOUTH,DAMEN,-87.6737045,41.7605606,7318 SOUTH DAMEN AVENUE,S,7318 S DAMEN,,,,,,,74909,1/13/2012 4:25:00 AM,K158993,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2012-01-13 04:25:00
7324 S DAMEN,,,,,,,,,0.75,Bing,41.760345459,-87.6737747192,7324 S DAMEN,"7324 S Damen Ave, Chicago, IL 60636, United States",74910,1/13/2012 4:29:00 AM,K99552,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MERC,60,True,2012-01-13 04:29:00
223 W 115TH ST,,,,,,,,,0.873,dstk,41.685173,-87.628452,223 W 115TH ST,223 W 115th St,78838,1/14/2012 7:48:00 AM,534N082,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHEV,60,True,2012-01-14 07:48:00
143 W 115TH ST,,,,,,,,,0.873,dstk,41.685198,-87.62675,143 W 115TH ST,143 W 115th St,78839,1/14/2012 7:53:00 AM,9219537,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,SATR,60,True,2012-01-14 07:53:00
204 W 119TH ST,,,,,,,,,0.873,dstk,41.678044,-87.627589,204 W 119TH ST,204 W 119th St,78840,1/14/2012 8:14:00 AM,L721445,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,MERC,60,True,2012-01-14 08:14:00
2106 W 119TH ST,,,,,,,,,0.873,dstk,41.677315,-87.673598,2106 W 119TH ST,2106 W 119th St,78841,1/14/2012 8:18:00 AM,GQ2724,IN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,PONT,60,True,2012-01-14 08:18:00
12307 S HALSTED,12307,SOUTH,HALSTED,-87.6412775,41.6702265,12307 SOUTH HALSTED STREET,S,12307 S HALSTED,,,,,,,78854,1/13/2012 4:31:00 PM,H691360,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,FORD,60,True,2012-01-13 16:31:00
4234 W WASHINGTON BL,,,,,,,,,0.8,dstk,41.88205,-87.731374,4234 W WASHINGTON BL,4234 W Washington Blvd,79109,1/13/2012 3:40:00 AM,N207522,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,BUIC,60,True,2012-01-13 03:40:00
