Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
7421 N SHERIDAN,7421,NORTH,SHERIDAN,-87.6648693,42.0167336,7421 NORTH SHERIDAN ROAD,N,7421 N SHERIDAN,,,,,,,64511,1/11/2011 1:35:00 PM,195TX,IL,TXI,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,FORD,60,True,2011-01-11 13:35:00
7421 N SHERIDAN,7421,NORTH,SHERIDAN,-87.6648693,42.0167336,7421 NORTH SHERIDAN ROAD,N,7421 N SHERIDAN,,,,,,,2251103,2/1/2011 11:58:00 AM,H488398,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,24,MITS,60,True,2011-02-01 11:58:00
7257 S HALSTED,7257,SOUTH,HALSTED,-87.6439464,41.7617121,7257 SOUTH HALSTED STREET,S,7257 S HALSTED,,,,,,,68846,1/12/2011 5:45:00 AM,9334693,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2011-01-12 05:45:00
1604 W ASHLAND,,,,,,,,,0.732,dstk,41.910709,-87.667769,1604 W ASHLAND,1604 N Ashland Ave,68966,1/11/2011 4:30:00 PM,H696259,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2011-01-11 16:30:00
6318 S ASHLAND AVE,,,,,,,,,0.837,dstk,41.77894,-87.664206,6318 S ASHLAND AVE,6318 S Ashland Ave,69224,1/11/2011 11:20:00 AM,A623673,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,NISS,60,True,2011-01-11 11:20:00
6328 S ASHLAND AVE,,,,,,,,,0.837,dstk,41.778769,-87.664276,6328 S ASHLAND AVE,6328 S Ashland Ave,69226,1/11/2011 11:26:00 AM,PV7596,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2011-01-11 11:26:00
6336 S ASHLAND AVE,,,,,,,,,0.837,dstk,41.778641,-87.664272,6336 S ASHLAND AVE,6336 S Ashland Ave,71379,1/11/2011 11:44:00 AM,4530398,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,TOYT,60,True,2011-01-11 11:44:00
920 E 75TH ST,,,,,,,,,0.808,dstk,41.758692,-87.60223,920 E 75TH ST,920 E 75th St,80412,1/11/2011 7:28:00 PM,633L546,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,BUIC,60,True,2011-01-11 19:28:00
20 E CERMAK,,,,,,,,,0.768,dstk,41.852987,-87.626267,20 E CERMAK,20 E Cermak Rd,82072,1/11/2011 2:53:00 PM,K629175,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-11 14:53:00
22 W CERMAK,,,,,,,,,0.768,dstk,41.853036,-87.627524,22 W CERMAK,22 W Cermak Rd,82073,1/11/2011 3:01:00 PM,CB1,IL,HCP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,CHRY,60,True,2011-01-11 15:01:00
1706 W 47TH ST,,,,,,,,,0.808,dstk,41.808653,-87.667651,1706 W 47TH ST,1706 W 47th St,82130,1/12/2011 1:50:00 AM,5754143,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,9,CHEV,60,True,2011-01-12 01:50:00
1708 W 47TH ST,,,,,,,,,0.808,dstk,41.808652,-87.667716,1708 W 47TH ST,1708 W 47th St,82131,1/12/2011 1:52:00 AM,H292064,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,9,MERC,60,True,2011-01-12 01:52:00
1804 W 47TH ST,,,,,,,,,0.808,dstk,41.80863,-87.669958,1804 W 47TH ST,1804 W 47th St,82132,1/12/2011 1:56:00 AM,A428581,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,9,CHEV,60,True,2011-01-12 01:56:00
1920 W 47TH ST,,,,,,,,,0.808,dstk,41.808598,-87.673052,1920 W 47TH ST,1920 W 47th St,82135,1/12/2011 2:00:00 AM,,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,9,CHEV,60,True,2011-01-12 02:00:00
9031 S STONY ISLAND,9031,SOUTH,STONY ISLAND,-87.5847042,41.7304284,9031 SOUTH STONY ISLAND AVENUE,S,9031 S STONY ISLAND,,,,,,,82814,1/12/2011 8:12:00 AM,236M645,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,4,LINC,60,True,2011-01-12 08:12:00
4247 N ELSTON,,,,,,,,,0.75,dstk,41.958148,-87.725519,4247 N ELSTON,4247 N Elston Ave,82902,1/11/2011 9:48:00 PM,290M339,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,VOLK,60,True,2011-01-11 21:48:00
4759 N ELSTON,,,,,,,,,0.75,dstk,41.967375,-87.738761,4759 N ELSTON,4759 N Elston Ave,82903,1/11/2011 9:50:00 PM,K715859,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,FORD,60,True,2011-01-11 21:50:00
3821 N ELSTON,,,,,,,,,0.75,dstk,41.950629,-87.714485,3821 N ELSTON,3821 N Elston Ave,82904,1/11/2011 9:56:00 PM,5644888,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,AUDI,60,True,2011-01-11 21:56:00
3246 N ELSTON,,,,,,,,,0.75,dstk,41.940142,-87.699494,3246 N ELSTON,3246 N Elston Ave,82905,1/11/2011 10:01:00 PM,K653552,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,TOYT,60,True,2011-01-11 22:01:00
4262 N ELSTON,,,,,,,,,0.75,dstk,41.958241,-87.725841,4262 N ELSTON,4262 N Elston Ave,82909,1/11/2011 8:50:00 PM,H337658,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,HOND,60,True,2011-01-11 20:50:00
4260 N ELSTON,,,,,,,,,0.75,dstk,41.958216,-87.725813,4260 N ELSTON,4260 N Elston Ave,82910,1/11/2011 8:51:00 PM,966L694,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,HOND,60,True,2011-01-11 20:51:00
4256 N ELSTON,4256,NORTH,ELSTON,-87.7261558,41.9580537,4256 NORTH ELSTON AVENUE,N,4256 N ELSTON,,,,,,,82911,1/11/2011 8:53:00 PM,9641681,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2011-01-11 20:53:00
4245 N ELSTON,4245,NORTH,ELSTON,-87.7255093,41.958317,4245 NORTH ELSTON AVENUE,N,4245 N ELSTON,,,,,,,82912,1/11/2011 9:47:00 PM,H921156,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,MERZ,60,True,2011-01-11 21:47:00
3231 N ELSTON,,,,,,,,,0.75,dstk,41.939994,-87.698926,3231 N ELSTON,3231 N Elston Ave,82913,1/11/2011 10:01:00 PM,X298904,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2011-01-11 22:01:00
6023 W MONTROSE,,,,,,,,,0.759,dstk,41.960263,-87.77796,6023 W MONTROSE,6023 W Montrose Ave,83339,1/12/2011 4:53:00 AM,K794598,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,16,DODG,60,True,2011-01-12 04:53:00
6440 W FOSTER,6440,WEST,FOSTER,-87.7895196,41.9758364,6440 WEST FOSTER AVENUE,W,6440 W FOSTER,,,,,,,83415,1/11/2011 12:22:00 PM,8357883,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,16,MITS,60,True,2011-01-11 12:22:00
1257 S STATE,,,,,,,,,0.763,dstk,41.866493,-87.627249,1257 S STATE,1257 S State St,84206,1/11/2011 4:23:00 PM,K444473,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-11 16:23:00
1257 S STATE,,,,,,,,,0.763,dstk,41.866493,-87.627249,1257 S STATE,1257 S State St,91036,1/11/2011 4:23:00 PM,K914055,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-11 16:23:00
1257 S STATE,,,,,,,,,0.763,dstk,41.866493,-87.627249,1257 S STATE,1257 S State St,165659,1/31/2011 3:23:00 AM,K243863,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,SATR,60,True,2011-01-31 03:23:00
1251 S STATE,1251,SOUTH,STATE,-87.6269582,41.8660165,1251 SOUTH STATE STREET,S,1251 S STATE,,,,,,,84208,1/11/2011 4:26:00 PM,A503804,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,ACUR,60,True,2011-01-11 16:26:00
1251 S STATE,1251,SOUTH,STATE,-87.6269582,41.8660165,1251 SOUTH STATE STREET,S,1251 S STATE,,,,,,,84209,1/11/2011 4:27:00 PM,L908756,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,JEEP,60,True,2011-01-11 16:27:00
1005 S STATE ST,,,,,,,,,0.843,dstk,41.869923,-87.627411,1005 S STATE ST,1005 S State St,84210,1/11/2011 4:44:00 PM,G644074,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,FORD,60,True,2011-01-11 16:44:00
851 S STATE ST,,,,,,,,,0.843,dstk,41.871153,-87.627366,851 S STATE ST,851 S State St,84211,1/11/2011 4:46:00 PM,X809479,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,HOND,60,True,2011-01-11 16:46:00
1451 S STATE,,,,,,,,,0.75,Bing,41.8626395613,-87.6271784306,1451 S STATE,"1451 S State St, Chicago, IL 60605, United States",88957,1/11/2011 2:27:00 PM,H571910,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,LEXU,60,True,2011-01-11 14:27:00
1403 S STATE,1403,SOUTH,STATE,-87.6269053,41.8638092,1403 SOUTH STATE STREET,S,1403 S STATE,,,,,,,88959,1/11/2011 2:36:00 PM,00032740,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,CADI,60,True,2011-01-11 14:36:00
1403 S STATE,1403,SOUTH,STATE,-87.6269053,41.8638092,1403 SOUTH STATE STREET,S,1403 S STATE,,,,,,,366202,3/10/2011 3:55:00 AM,EDC5635,OH,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,NISS,60,True,2011-03-10 03:55:00
11 E CERMAK,,,,,,,,,0.768,dstk,41.852847,-87.626669,11 E CERMAK,11 E Cermak Rd,88960,1/11/2011 2:47:00 PM,L204064,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,VOLV,60,True,2011-01-11 14:47:00
4 W CERMAK,,,,,,,,,0.768,dstk,41.853019,-87.627126,4 W CERMAK,4 W Cermak Rd,88961,1/11/2011 2:58:00 PM,9636998,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,DODG,60,True,2011-01-11 14:58:00
48 W CERMAK,48,WEST,CERMAK,-87.6287289,41.8533613,48 WEST CERMAK ROAD,W,48 W CERMAK,,,,,,,88962,1/11/2011 3:03:00 PM,H852958,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,PONT,60,True,2011-01-11 15:03:00
2215 S STATE ST,,,,,,,,,0.843,dstk,41.852682,-87.627011,2215 S STATE ST,2215 S State St,88963,1/11/2011 3:13:00 PM,3032219,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,HOND,60,True,2011-01-11 15:13:00
1927 S STATE,1927,SOUTH,STATE,-87.6268206,41.8558328,1927 SOUTH STATE STREET,S,1927 S STATE,,,,,,,88964,1/11/2011 3:20:00 PM,A156461,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,MERC,60,True,2011-01-11 15:20:00
1441 S STATE ST,,,,,,,,,0.843,dstk,41.862828,-87.627192,1441 S STATE ST,1441 S State St,88970,1/11/2011 2:30:00 PM,H860066,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,PONT,60,True,2011-01-11 14:30:00
1409 S STATE ST,,,,,,,,,0.843,dstk,41.863658,-87.627259,1409 S STATE ST,1409 S State St,88971,1/11/2011 2:33:00 PM,MSFELI1,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,CHRY,60,True,2011-01-11 14:33:00
13 E CERMAK,,,,,,,,,0.768,dstk,41.852843,-87.626473,13 E CERMAK,13 E Cermak Rd,88972,1/11/2011 2:48:00 PM,K441007,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,PONT,60,True,2011-01-11 14:48:00
177 S CERMAK,,,,,,,,,0.741,dstk,41.852854,-87.631336,177 S CERMAK,177 W Cermak Rd,88973,1/11/2011 2:52:00 PM,K135343,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-11 14:52:00
10 W CERMAK,,,,,,,,,0.768,dstk,41.853025,-87.627282,10 W CERMAK,10 W Cermak Rd,88974,1/11/2011 3:00:00 PM,K394654,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,HOND,60,True,2011-01-11 15:00:00
50 W CERMAK,50,WEST,CERMAK,-87.628782,41.8533617,50 WEST CERMAK ROAD,W,50 W CERMAK,,,,,,,88975,1/11/2011 3:05:00 PM,H164754,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,HYUN,60,True,2011-01-11 15:05:00
2021 S STATE ST,,,,,,,,,0.843,dstk,41.855203,-87.627064,2021 S STATE ST,2021 S State St,88976,1/11/2011 3:16:00 PM,7136476,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,INFI,60,True,2011-01-11 15:16:00
1931 S STATE,1931,SOUTH,STATE,-87.6268214,41.8557614,1931 SOUTH STATE STREET,S,1931 S STATE,,,,,,,88977,1/11/2011 3:18:00 PM,K824166,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,CHRY,60,True,2011-01-11 15:18:00
1908 W FOSTER,1908,WEST,FOSTER,-87.6768922,41.9762646,1908 WEST FOSTER AVENUE,W,1908 W FOSTER,,,,,,,89231,1/16/2011 3:00:00 AM,MHA069,MD,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,CHEV,60,True,2011-01-16 03:00:00
2210 W FOSTER,2210,WEST,FOSTER,-87.6848359,41.9761584,2210 WEST FOSTER AVENUE,W,2210 W FOSTER,,,,,,,89232,1/16/2011 3:04:00 AM,M110MP,FL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,NISS,60,True,2011-01-16 03:04:00
1249 S STATE,1249,SOUTH,STATE,-87.6269577,41.8660584,1249 SOUTH STATE STREET,S,1249 S STATE,,,,,,,91023,1/11/2011 4:27:00 PM,9026636,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,SUBA,60,True,2011-01-11 16:27:00
1247 S STATE,1247,SOUTH,STATE,-87.6269572,41.8661003,1247 SOUTH STATE STREET,S,1247 S STATE,,,,,,,91024,1/11/2011 4:28:00 PM,WYTGRL1,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,CHEV,60,True,2011-01-11 16:28:00
1111 S STATE,1111,SOUTH,STATE,-87.6270285,41.8689767,1111 SOUTH STATE STREET,S,1111 S STATE,,,,,,,91025,1/11/2011 4:39:00 PM,L183637,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,VOLK,60,True,2011-01-11 16:39:00
1005 S STATE,,,,,,,,,0.763,dstk,41.869923,-87.627411,1005 S STATE,1005 S State St,91026,1/11/2011 4:41:00 PM,237KTD,WI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,FORD,60,True,2011-01-11 16:41:00
821 S STATE,,,,,,,,,0.763,dstk,41.871547,-87.627373,821 S STATE,821 S State St,91027,1/11/2011 4:45:00 PM,H361842,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,NISS,60,True,2011-01-11 16:45:00
821 S STATE,,,,,,,,,0.763,dstk,41.871547,-87.627373,821 S STATE,821 S State St,144678,1/21/2011 3:21:00 AM,H777931,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-21 03:21:00
649 S STATE,,,,,,,,,0.763,dstk,41.873752,-87.627437,649 S STATE,649 S State St,91028,1/11/2011 4:58:00 PM,L573628,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-11 16:58:00
1255 S STATE ST,,,,,,,,,0.843,dstk,41.866529,-87.62725,1255 S STATE ST,1255 S State St,91037,1/11/2011 4:25:00 PM,6759601,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,HOND,60,True,2011-01-11 16:25:00
1143 S STATE ST,,,,,,,,,0.843,dstk,41.868481,-87.627297,1143 S STATE ST,1143 S State St,91038,1/11/2011 4:37:00 PM,235707,IL,HCP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,SATR,60,True,2011-01-11 16:37:00
811 S STATE ST,,,,,,,,,0.843,dstk,41.871678,-87.627377,811 S STATE ST,811 S State St,91039,1/11/2011 4:50:00 PM,CED8117,MI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,FORD,60,True,2011-01-11 16:50:00
811 S STATE ST,,,,,,,,,0.843,dstk,41.871678,-87.627377,811 S STATE ST,811 S State St,91040,1/11/2011 4:51:00 PM,BKF8145,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,JEEP,60,True,2011-01-11 16:51:00
719 S STATE ST,,,,,,,,,0.843,dstk,41.872391,-87.627394,719 S STATE ST,719 S State St,91041,1/11/2011 5:55:00 PM,118020D,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,FORD,60,True,2011-01-11 17:55:00
635 S STATE ST,,,,,,,,,0.843,dstk,41.87393,-87.627455,635 S STATE ST,635 S State St,91042,1/11/2011 4:58:00 PM,H964675,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,TOYT,60,True,2011-01-11 16:58:00
3940 N KIMBALL,3940,NORTH,KIMBALL,-87.7131667,41.9532965,3940 NORTH KIMBALL AVENUE,N,3940 N KIMBALL,,,,,,,114582,1/11/2011 12:10:00 PM,A49M783,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2011-01-11 12:10:00
3942 N KIMBALL,,,,,,,,,0.755,dstk,41.952829,-87.712942,3942 N KIMBALL,3942 N Kimball Ave,114583,1/11/2011 12:11:00 PM,X300638,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,MAZD,60,True,2011-01-11 12:11:00
3944 N KIMBALL,,,,,,,,,0.755,dstk,41.952867,-87.712942,3944 N KIMBALL,3944 N Kimball Ave,114584,1/11/2011 12:12:00 PM,X716132,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2011-01-11 12:12:00
3922 N KIMBALL,3922,NORTH,KIMBALL,-87.7131467,41.9527719,3922 NORTH KIMBALL AVENUE,N,3922 N KIMBALL,,,,,,,114585,1/11/2011 12:15:00 PM,K352140,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,TOYT,60,True,2011-01-11 12:15:00
3912 N KIMBALL,3912,NORTH,KIMBALL,-87.7131559,41.952524,3912 NORTH KIMBALL AVENUE,N,3912 N KIMBALL,,,,,,,114586,1/11/2011 12:16:00 PM,A455577,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,MAZD,60,True,2011-01-11 12:16:00
3910 N KIMBALL,3910,NORTH,KIMBALL,-87.7131502,41.9524423,3910 NORTH KIMBALL AVENUE,N,3910 N KIMBALL,,,,,,,114587,1/11/2011 12:17:00 PM,K765269,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,HOND,60,True,2011-01-11 12:17:00
3850 N KIMBALL,3850,NORTH,KIMBALL,-87.7131278,41.9517294,3850 NORTH KIMBALL AVENUE,N,3850 N KIMBALL,,,,,,,114588,1/11/2011 12:22:00 PM,6368972,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,SATR,60,True,2011-01-11 12:22:00
3848 N KIMBALL,,,,,,,,,0.755,dstk,41.951105,-87.712892,3848 N KIMBALL,3848 N Kimball Ave,114589,1/11/2011 12:22:00 PM,5574189,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,PONT,60,True,2011-01-11 12:22:00
3846 N KIMBALL,3846,NORTH,KIMBALL,-87.7131073,41.9516324,3846 NORTH KIMBALL AVENUE,N,3846 N KIMBALL,,,,,,,114590,1/11/2011 12:24:00 PM,A463005,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,NISS,60,True,2011-01-11 12:24:00
3844 N KIMBALL,3844,NORTH,KIMBALL,-87.7131067,41.9515666,3844 NORTH KIMBALL AVENUE,N,3844 N KIMBALL,,,,,,,114591,1/11/2011 12:25:00 PM,X960074,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,JEEP,60,True,2011-01-11 12:25:00
4054 N KIMBALL,4054,NORTH,KIMBALL,-87.7132309,41.955487,4054 NORTH KIMBALL AVENUE,N,4054 N KIMBALL,,,,,,,114592,1/11/2011 1:47:00 PM,D807367,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,MERZ,60,True,2011-01-11 13:47:00
4452 N KIMBALL,4452,NORTH,KIMBALL,-87.7134811,41.9627103,4452 NORTH KIMBALL AVENUE,N,4452 N KIMBALL,,,,,,,114593,1/11/2011 2:02:00 PM,L183958,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,FORD,60,True,2011-01-11 14:02:00
4052 N KIMBALL,4052,NORTH,KIMBALL,-87.7132357,41.9554169,4052 NORTH KIMBALL AVENUE,N,4052 N KIMBALL,,,,,,,114594,1/11/2011 1:48:00 PM,9915192,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,GMC,60,True,2011-01-11 13:48:00
4040 N KIMBALL,,,,,,,,,0.755,dstk,41.955033,-87.713022,4040 N KIMBALL,4040 N Kimball Ave,114595,1/11/2011 1:51:00 PM,X306040,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,CHEV,60,True,2011-01-11 13:51:00
4038 N KIMBALL,4038,NORTH,KIMBALL,-87.7132233,41.9550715,4038 NORTH KIMBALL AVENUE,N,4038 N KIMBALL,,,,,,,114596,1/11/2011 1:53:00 PM,G538168,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2011-01-11 13:53:00
4028 N KIMBALL,4028,NORTH,KIMBALL,-87.7132513,41.9547965,4028 NORTH KIMBALL AVENUE,N,4028 N KIMBALL,,,,,,,114597,1/11/2011 1:54:00 PM,5138987,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,CADI,60,True,2011-01-11 13:54:00
4024 N KIMBALL,4024,NORTH,KIMBALL,-87.7132297,41.9546595,4024 NORTH KIMBALL AVENUE,N,4024 N KIMBALL,,,,,,,114598,1/11/2011 1:55:00 PM,9799768,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,SAAB,60,True,2011-01-11 13:55:00
150 W DIVISION,,,,,,,,,0.775,dstk,41.903947,-87.633193,150 W DIVISION,150 W Division St,120325,1/22/2011 3:06:00 AM,9525292,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,HYUN,60,True,2011-01-22 03:06:00
150 W DIVISION,,,,,,,,,0.775,dstk,41.903947,-87.633193,150 W DIVISION,150 W Division St,120326,1/22/2011 3:07:00 AM,K198047,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,HOND,60,True,2011-01-22 03:07:00
147 W DIVISION,,,,,,,,,0.775,dstk,41.903799,-87.633113,147 W DIVISION,147 W Division St,120327,1/22/2011 3:08:00 AM,X317615,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,JEEP,60,True,2011-01-22 03:08:00
157 W DIVISION,157,WEST,DIVISION,-87.6335923,41.9036691,157 WEST DIVISION STREET,W,157 W DIVISION,,,,,,,120328,1/22/2011 3:08:00 AM,K204149,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,NISS,60,True,2011-01-22 03:08:00
162 W DIVISION,,,,,,,,,0.775,dstk,41.903942,-87.633497,162 W DIVISION,162 W Division St,120329,1/22/2011 3:08:00 AM,A919402,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,DODG,60,True,2011-01-22 03:08:00
4044 N KIMBALL,4044,NORTH,KIMBALL,-87.7132321,41.9552132,4044 NORTH KIMBALL AVENUE,N,4044 N KIMBALL,,,,,,,121463,1/11/2011 1:52:00 PM,X354222,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,JEEP,60,True,2011-01-11 13:52:00
1016 S STATE,,,,,,,,,0.763,dstk,41.86981,-87.627485,1016 S STATE,1016 S State St,144677,1/21/2011 3:08:00 AM,L437746,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,NISS,60,True,2011-01-21 03:08:00
1421 S STATE,,,,,,,,,0.763,dstk,41.863346,-87.627228,1421 S STATE,1421 S State St,165540,1/27/2011 3:25:00 AM,7766086,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,NISS,60,True,2011-01-27 03:25:00
1042 S STATE,,,,,,,,,0.763,dstk,41.869627,-87.627481,1042 S STATE,1042 S State St,165541,1/28/2011 3:18:00 AM,K202836,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,MAZD,60,True,2011-01-28 03:18:00
1220 S STATE,1220,SOUTH,STATE,-87.6277415,41.8667801,1220 SOUTH STATE STREET,S,1220 S STATE,,,,,,,165542,1/31/2011 3:14:00 AM,H776208,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,JEEP,60,True,2011-01-31 03:14:00
1220 S STATE,1220,SOUTH,STATE,-87.6277415,41.8667801,1220 SOUTH STATE STREET,S,1220 S STATE,,,,,,,2400159,1/2/2011 3:30:00 PM,K858258,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,VOLK,60,True,2011-01-02 15:30:00
831 S STATE,,,,,,,,,0.763,dstk,41.871416,-87.627371,831 S STATE,831 S State St,165656,1/28/2011 3:08:00 AM,H901846,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,DODG,60,True,2011-01-28 03:08:00
2150 S STAE,,,,,,,,,0.75,Bing,41.8536461145,-87.6271730661,2150 S STAE,"2150 S State St, Chicago, IL 60616, United States",165657,1/28/2011 3:35:00 AM,8495268,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,DODG,60,True,2011-01-28 03:35:00
890 S STATE,,,,,,,,,0.763,dstk,41.870249,-87.627493,890 S STATE,890 S State St,165658,1/31/2011 3:04:00 AM,C187295,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,CHEV,60,True,2011-01-31 03:04:00
