Violation Street Number,Violation Street Direction,Violation Street Name,Violation Description,Violation Date,Violation Time,Issuing Agency,Month,Date,Year,Latitude,Longitude
57**,S,EMERALD,10-8-180    Snow and ice removal.,2/10/2016,4:00 AM,Police,1/2/1900,10,2016,41.79052,-87.644201
58**,S,EMERALD,10-8-180    Snow and ice removal.,2/10/2016,4:04 AM,Police,1/2/1900,10,2016,41.788871,-87.6438022
59**,S,LAFLIN,10-8-180    Snow and ice removal.,2/10/2016,6:30 AM,Police,1/2/1900,10,2016,41.7867569,-87.6619781
56**,S,LAFLIN,10-8-180    Snow and ice removal.,2/10/2016,6:40 AM,Police,1/2/1900,10,2016,41.792077,-87.662441
12**,W,57TH,10-8-180    Snow and ice removal.,2/10/2016,6:50 AM,Police,1/2/1900,10,2016,41.7905308,-87.6547896
56**,S,GREEN,10-8-180    Snow and ice removal.,2/10/2016,3:25 AM,Police,1/2/1900,10,2016,41.7923046,-87.646681
56**,S,GREEN,10-8-180    Snow and ice removal.,2/10/2016,3:30 AM,Police,1/2/1900,10,2016,41.7923046,-87.646681
56**,S,GREEN,10-8-180    Snow and ice removal.,2/10/2016,3:33 AM,Police,1/2/1900,10,2016,41.7923046,-87.646681
56**,S,GREEN,10-8-180    Snow and ice removal.,2/10/2016,3:30 AM,Police,1/2/1900,10,2016,41.7923046,-87.646681
56**,S,GREEN,10-8-180    Snow and ice removal.,2/10/2016,3:40 AM,Police,1/2/1900,10,2016,41.7923046,-87.646681
64**,S,SANGAMON,10-8-180    Snow and ice removal.,2/10/2016,4:30 AM,Police,1/2/1900,10,2016,41.777719,-87.6487439
64**,S,SANGAMON,10-8-180    Snow and ice removal.,2/10/2016,4:35 AM,Police,1/2/1900,10,2016,41.777719,-87.6487439
64**,S,SANGAMON,10-8-180    Snow and ice removal.,2/10/2016,4:35 AM,Police,1/2/1900,10,2016,41.777719,-87.6487439
64**,S,PEORIA,10-8-180    Snow and ice removal.,2/10/2016,5:00 AM,Police,1/2/1900,10,2016,41.777731,-87.647518
64**,S,PEORIA,10-8-180    Snow and ice removal.,2/10/2016,5:05 AM,Police,1/2/1900,10,2016,41.777731,-87.647518
65**,S,GREEN,10-8-180    Snow and ice removal.,2/10/2016,5:15 AM,Police,1/2/1900,10,2016,41.7759412,-87.6462633
14**,W,61ST,10-8-180    Snow and ice removal.,2/11/2016,7:45 AM,Police,1/2/1900,11,2016,41.7834336,-87.659619
57**,S,GREEN,10-8-180    Snow and ice removal.,2/11/2016,3:17 AM,Police,1/2/1900,11,2016,41.790482,-87.646624
57**,S,GREEN,10-8-180    Snow and ice removal.,2/11/2016,3:24 AM,Police,1/2/1900,11,2016,41.790482,-87.646624
57**,S,GREEN,10-8-180    Snow and ice removal.,2/11/2016,3:29 AM,Police,1/2/1900,11,2016,41.790482,-87.646624
57**,S,PEORIA,10-8-180    Snow and ice removal.,2/11/2016,3:34 AM,Police,1/2/1900,11,2016,41.790467,-87.647746
16**,N,WASHTENAW,10-8-180    Snow and ice removal.,2/11/2016,8:58 AM,Transportation,1/2/1900,11,2016,41.9102888,-87.6945421
54**,N,OKETO,10-8-180    Snow and ice removal.,2/14/2016,9:00 AM,Police,1/2/1900,14,2016,41.9780413,-87.8119403
58**,S,MAY,10-8-180    Snow and ice removal.,2/14/2016,7:40 AM,Police,1/2/1900,14,2016,41.788594,-87.653868
58**,S,MAY,10-8-180    Snow and ice removal.,2/14/2016,7:48 AM,Police,1/2/1900,14,2016,41.788594,-87.653868
56**,S,EMERALD,10-8-180    Snow and ice removal.,2/15/2016,4:40 AM,Police,1/2/1900,15,2016,41.792251,-87.6442469
8**,W,58TH,10-8-180    Snow and ice removal.,2/15/2016,6:59 AM,Police,1/2/1900,15,2016,41.7888437,-87.6449965
58**,S,GREEN,10-8-180    Snow and ice removal.,2/15/2016,6:51 AM,Police,1/2/1900,15,2016,41.7888328,-87.646207
60**,S,GREEN,10-8-180    Snow and ice removal.,2/15/2016,6:43 AM,Police,1/2/1900,15,2016,41.7850314,-87.6464995
60**,S,PEORIA,10-8-180    Snow and ice removal.,2/15/2016,6:18 AM,Police,1/2/1900,15,2016,41.7840505,-87.6472798
60**,S,PEORIA,10-8-180    Snow and ice removal.,2/15/2016,6:31 AM,Police,1/2/1900,15,2016,41.7840505,-87.6472798
61**,S,PEORIA,10-8-180    Snow and ice removal.,2/15/2016,6:23 AM,Police,1/2/1900,15,2016,41.7833356,-87.6472731
57**,S,PEORIA,10-8-180    Snow and ice removal.,2/15/2016,7:04 AM,Police,1/2/1900,15,2016,41.790467,-87.647746
59**,S,NORMAL,10-8-180    Snow and ice removal.,2/15/2016,9:31 AM,Police,1/2/1900,15,2016,41.7871291,-87.6376651
56**,S,EMERALD,10-8-180    Snow and ice removal.,2/15/2016,4:37 AM,Police,1/2/1900,15,2016,41.792251,-87.6442469
10**,W,BARRY,10-8-180    Snow and ice removal.,2/16/2016,12:00 PM,Streets and Sanitation,1/2/1900,16,2016,41.9382315,-87.6542312
85**,S,CRANDON,10-8-180    Snow and ice removal.,2/16/2016,9:00 AM,Transportation,1/2/1900,16,2016,41.7406589,-87.5688356
45**,W,DIVISION,10-8-180    Snow and ice removal.,2/16/2016,9:14 AM,Transportation,1/2/1900,16,2016,41.9030155,-87.7379557
14**,N,CICERO,10-8-180    Snow and ice removal.,2/16/2016,9:40 AM,Transportation,1/2/1900,16,2016,41.9073484,-87.7469966
48**,W,ARMITAGE,10-8-180    Snow and ice removal.,2/16/2016,9:30 AM,Transportation,1/2/1900,16,2016,41.9170409,-87.7464052
48**,W,ARMITAGE,10-8-180    Snow and ice removal.,2/16/2016,9:20 AM,Transportation,1/2/1900,16,2016,41.9170409,-87.7464052
66**,S,KILDARE,10-8-180    Snow and ice removal.,2/16/2016,9:32 AM,Transportation,1/2/1900,16,2016,41.7729815,-87.7301892
46**,S,TRUMBULL,10-8-180    Snow and ice removal.,2/16/2016,8:56 AM,Transportation,1/2/1900,16,2016,41.809983,-87.7100838
55**,S,HARLEM,10-8-180    Snow and ice removal.,2/16/2016,11:51 AM,Transportation,1/2/1900,16,2016,41.791612,-87.802275
70**,W,ARCHER,10-8-180    Snow and ice removal.,2/16/2016,11:51 AM,Transportation,1/2/1900,16,2016,41.7922884,-87.7966242
104**,S,HALE,10-8-180    Snow and ice removal.,2/16/2016,2:35 AM,Transportation,1/2/1900,16,2016,41.7047576,-87.668819
63**,N,PAULINA,10-8-180    Snow and ice removal.,2/17/2016,10:00 AM,Transportation,1/2/1900,17,2016,41.9956354,-87.6718953
41**,N,GREENVIEW,10-8-180    Snow and ice removal.,2/17/2016,9:00 AM,Transportation,1/2/1900,17,2016,41.956308,-87.667985
24**,N,SAWYER,10-8-180    Snow and ice removal.,2/18/2016,11:25 AM,Transportation,1/2/1900,18,2016,41.9247368,-87.7092896
71**,S,MORGAN,10-8-180    Snow and ice removal.,3/1/2016,3:27 AM,Police,1/3/1900,1,2016,41.7649649,-87.64961
72**,S,MORGAN,10-8-180    Snow and ice removal.,3/1/2016,3:34 AM,Police,1/3/1900,1,2016,41.7631706,-87.6495123
72**,S,MORGAN,10-8-180    Snow and ice removal.,3/1/2016,3:43 AM,Police,1/3/1900,1,2016,41.7631706,-87.6495123
72**,S,MORGAN,10-8-180    Snow and ice removal.,3/1/2016,3:46 AM,Police,1/3/1900,1,2016,41.7631706,-87.6495123
87**,S,GREENWOOD,10-8-180    Snow and ice removal.,3/2/2016,8:30 AM,Transportation,1/3/1900,2,2016,41.7367456,-87.5975052
3**,W,24TH,10-8-180    Snow and ice removal.,3/2/2016,11:00 AM,Transportation,1/3/1900,2,2016,41.8493218,-87.6348587
11**,W,68TH,10-8-180    Snow and ice removal.,3/3/2016,6:02 AM,Police,1/3/1900,3,2016,41.7705434,-87.6518483
11**,W,68TH,10-8-180    Snow and ice removal.,3/3/2016,5:59 AM,Police,1/3/1900,3,2016,41.7705434,-87.6518483
12**,W,ARTHUR,10-8-180    Snow and ice removal.,3/3/2016,12:00 PM,Streets and Sanitation,1/3/1900,3,2016,42.0006434,-87.6613007
12**,W,ARTHUR,10-8-180    Snow and ice removal.,3/3/2016,12:00 PM,Streets and Sanitation,1/3/1900,3,2016,42.0006434,-87.6613007
