Violation Street Number,Violation Street Direction,Violation Street Name,Violation Description,Violation Date,Violation Time,Issuing Agency,Month,Date,Year,Latitude,Longitude
18**,S,CANAL,10-8-180    Snow and ice removal.,2/7/2015,9:09 AM,Transportation,1/2/1900,7,2015,41.8572579,-87.6392926
9**,W,49TH,10-8-180    Snow and ice removal.,2/7/2015,2:15 AM,Transportation,1/2/1900,7,2015,41.8044306,-87.648293
10**,N,ASHLAND,10-8-180    Snow and ice removal.,2/7/2015,11:25 AM,Transportation,1/2/1900,7,2015,41.8996937,-87.6674464
14**,N,ASHLAND,10-8-180    Snow and ice removal.,2/7/2015,11:40 AM,Transportation,1/2/1900,7,2015,41.9070995,-87.667857
15**,S,WESTERN,10-8-180    Snow and ice removal.,2/7/2015,10:00 AM,Transportation,1/2/1900,7,2015,41.8607356,-87.6869143
23**,W,18TH,10-8-180    Snow and ice removal.,2/7/2015,9:50 AM,Transportation,1/2/1900,7,2015,41.8568766,-87.6834742
11**,W,18TH,10-8-180    Snow and ice removal.,2/7/2015,9:25 AM,Transportation,1/2/1900,7,2015,41.858093,-87.6535769
4**,W,95TH,10-8-180    Snow and ice removal.,2/7/2015,2:45 AM,Transportation,1/2/1900,7,2015,41.7223692,-87.634245
25**,W,PETERSON,10-8-180    Snow and ice removal.,2/7/2015,1:26 AM,Transportation,1/2/1900,7,2015,41.990749,-87.692553
52**,N,MILWAUKEE,10-8-180    Snow and ice removal.,2/7/2015,12:33 PM,Transportation,1/2/1900,7,2015,41.9746439,-87.7668047
32**,N,KIMBALL,10-8-180    Snow and ice removal.,2/7/2015,11:06 AM,Transportation,1/2/1900,7,2015,41.9395151,-87.7127127
19**,W,HUBBARD,10-8-180    Snow and ice removal.,2/7/2015,12:58 PM,Transportation,1/2/1900,7,2015,41.8899846,-87.6747717
3**,W,CHICAGO,10-8-180    Snow and ice removal.,2/7/2015,3:07 AM,Transportation,1/2/1900,7,2015,41.8966542,-87.6360106
16**,W,GARFIELD,10-8-180    Snow and ice removal.,2/7/2015,8:42 AM,Transportation,1/2/1900,7,2015,41.794293,-87.664955
22**,W,MARQUETTE,10-8-180    Snow and ice removal.,2/8/2015,10:06 AM,Police,1/2/1900,8,2015,41.772024,-87.6783027
67**,S,CLAREMONT,10-8-180    Snow and ice removal.,2/8/2015,10:55 AM,Police,1/2/1900,8,2015,41.7719738,-87.682114
65**,S,CLAREMONT,10-8-180    Snow and ice removal.,2/8/2015,11:00 AM,Police,1/2/1900,8,2015,41.7754674,-87.6824786
65**,S,CLAREMONT,10-8-180    Snow and ice removal.,2/8/2015,11:10 AM,Police,1/2/1900,8,2015,41.7754674,-87.6824786
77**,S,LANGLEY,10-8-180    Snow and ice removal.,2/9/2015,7:30 AM,Police,1/2/1900,9,2015,41.754765,-87.60808
78**,S,LANGLEY,10-8-180    Snow and ice removal.,2/9/2015,7:20 AM,Police,1/2/1900,9,2015,41.7530342,-87.6077093
77**,S,CHAMPLAIN,10-8-180    Snow and ice removal.,2/9/2015,6:40 AM,Police,1/2/1900,9,2015,41.754736,-87.6091964
78**,S,CHAMPLAIN,10-8-180    Snow and ice removal.,2/9/2015,6:47 AM,Police,1/2/1900,9,2015,41.752865,-87.609264
77**,S,LANGLEY,10-8-180    Snow and ice removal.,2/9/2015,7:28 AM,Police,1/2/1900,9,2015,41.754765,-87.60808
66**,S,ELLIS,10-8-180    Snow and ice removal.,2/9/2015,12:00 PM,Streets and Sanitation,1/2/1900,9,2015,41.7749975,-87.6009207
66**,S,ELLIS,10-8-180    Snow and ice removal.,2/9/2015,12:00 PM,Streets and Sanitation,1/2/1900,9,2015,41.7749975,-87.6009207
60**,S,CHAMPLAIN,10-8-180    Snow and ice removal.,2/9/2015,12:00 PM,Streets and Sanitation,1/2/1900,9,2015,41.7855326,-87.6099393
24**,W,FLOURNOY,10-8-180    Snow and ice removal.,2/9/2015,10:00 AM,Transportation,1/2/1900,9,2015,41.8729833,-87.6862888
24**,W,FLOURNOY,10-8-180    Snow and ice removal.,2/9/2015,10:15 AM,Transportation,1/2/1900,9,2015,41.8729833,-87.6862888
66**,S,DAMEN,10-8-180    Snow and ice removal.,2/9/2015,1:40 AM,Transportation,1/2/1900,9,2015,41.7738728,-87.6737641
57**,N,WESTERN,10-8-180    Snow and ice removal.,2/9/2015,3:00 AM,Transportation,1/2/1900,9,2015,41.9851281,-87.6897896
24**,W,NORTH SHORE,10-8-180    Snow and ice removal.,2/9/2015,12:55 PM,Transportation,1/2/1900,9,2015,41.9106774,-87.6875416
12**,W,JACKSON,10-8-180    Snow and ice removal.,2/9/2015,11:25 AM,Transportation,1/2/1900,9,2015,41.8777837,-87.657016
82**,S,RACINE,10-8-180    Snow and ice removal.,2/9/2015,10:00 AM,Transportation,1/2/1900,9,2015,41.7448652,-87.6540023
94**,S,STATE,10-8-180    Snow and ice removal.,2/9/2015,11:45 AM,Transportation,1/2/1900,9,2015,41.7235621,-87.6238
99**,S,WOOD,10-8-180    Snow and ice removal.,2/9/2015,2:37 AM,Transportation,1/2/1900,9,2015,41.7138824,-87.6672242
94**,S,ASHLAND,10-8-180    Snow and ice removal.,2/9/2015,2:07 AM,Transportation,1/2/1900,9,2015,41.7230339,-87.663452
48**,N,CLARK,10-8-180    Snow and ice removal.,2/9/2015,3:15 AM,Transportation,1/2/1900,9,2015,41.9692875,-87.6677958
53**,N,MILWAUKEE,10-8-180    Snow and ice removal.,2/9/2015,9:31 AM,Transportation,1/2/1900,9,2015,41.9764212,-87.7684752
55**,N,NORTHWEST,10-8-180    Snow and ice removal.,2/9/2015,9:11 AM,Transportation,1/2/1900,9,2015,41.9804085,-87.7784277
1**,E,95TH,10-8-180    Snow and ice removal.,2/9/2015,8:45 AM,Transportation,1/2/1900,9,2015,41.722097,-87.620339
32**,N,KEDZIE,10-8-180    Snow and ice removal.,2/9/2015,12:55 PM,Transportation,1/2/1900,9,2015,41.9401715,-87.7076449
52**,S,MICHIGAN,10-8-180    Snow and ice removal.,2/10/2015,12:31 PM,Police,1/2/1900,10,2015,41.7995388,-87.6226058
53**,S,INDIANA,10-8-180    Snow and ice removal.,2/10/2015,12:45 PM,Police,1/2/1900,10,2015,41.79802,-87.621398
51**,S,INDIANA,10-8-180    Snow and ice removal.,2/10/2015,12:51 PM,Police,1/2/1900,10,2015,41.801695,-87.621492
51**,S,INDIANA,10-8-180    Snow and ice removal.,2/10/2015,12:35 PM,Police,1/2/1900,10,2015,41.801695,-87.621492
33**,W,NORTH,10-8-180    Snow and ice removal.,2/10/2015,12:00 PM,Streets and Sanitation,1/2/1900,10,2015,41.9103183,-87.7093899
59**,N,SHERIDAN,10-8-180    Snow and ice removal.,2/10/2015,12:00 PM,Streets and Sanitation,1/2/1900,10,2015,41.989241,-87.6557739
28**,N,CICERO,10-8-180    Snow and ice removal.,2/10/2015,12:00 PM,Streets and Sanitation,1/2/1900,10,2015,41.931773,-87.747023
67**,S,EBERHART,10-8-180    Snow and ice removal.,2/10/2015,12:00 PM,Streets and Sanitation,1/2/1900,10,2015,41.7729764,-87.6130126
63**,N,LAKEWOOD,10-8-180    Snow and ice removal.,2/10/2015,12:00 PM,Streets and Sanitation,1/2/1900,10,2015,41.9963695,-87.6629646
48**,S,KEDZIE,10-8-180    Snow and ice removal.,2/10/2015,2:10 AM,Transportation,1/2/1900,10,2015,41.8062166,-87.7039123
61**,S,ARCHER,10-8-180    Snow and ice removal.,2/10/2015,10:10 AM,Transportation,1/2/1900,10,2015,41.7945345,-87.7703513
42**,W,47TH,10-8-180    Snow and ice removal.,2/10/2015,12:27 PM,Transportation,1/2/1900,10,2015,41.8081764,-87.7288627
43**,S,KEDZIE,10-8-180    Snow and ice removal.,2/10/2015,2:33 AM,Transportation,1/2/1900,10,2015,41.8151761,-87.7046172
32**,W,47TH,10-8-180    Snow and ice removal.,2/10/2015,12:42 PM,Transportation,1/2/1900,10,2015,41.8081138,-87.7039973
24**,W,ROOSEVELT,10-8-180    Snow and ice removal.,2/10/2015,11:47 AM,Transportation,1/2/1900,10,2015,41.8666091,-87.686086
25**,W,CERMAK,10-8-180    Snow and ice removal.,2/10/2015,11:53 AM,Transportation,1/2/1900,10,2015,41.8520077,-87.6876028
86**,S,ASHLAND,10-8-180    Snow and ice removal.,2/10/2015,1:00 AM,Transportation,1/2/1900,10,2015,41.737028,-87.663479
87**,S,ASHLAND,10-8-180    Snow and ice removal.,2/10/2015,1:00 AM,Transportation,1/2/1900,10,2015,41.7354919,-87.6635074
11**,W,79TH,10-8-180    Snow and ice removal.,2/10/2015,9:25 AM,Transportation,1/2/1900,10,2015,41.750777,-87.651587
78**,S,RACINE,10-8-180    Snow and ice removal.,2/10/2015,9:25 AM,Transportation,1/2/1900,10,2015,41.7519974,-87.6539923
86**,S,ASHLAND,10-8-180    Snow and ice removal.,2/10/2015,12:40 PM,Transportation,1/2/1900,10,2015,41.737028,-87.663479
94**,S,LAFLIN,10-8-180    Snow and ice removal.,2/10/2015,11:40 AM,Transportation,1/2/1900,10,2015,41.722882,-87.660624
87**,S,ASHLAND,10-8-180    Snow and ice removal.,2/10/2015,1:10 AM,Transportation,1/2/1900,10,2015,41.7354919,-87.6635074
87**,S,BEVERLY,10-8-180    Snow and ice removal.,2/10/2015,1:20 AM,Transportation,1/2/1900,10,2015,41.735598,-87.6726571
56**,N,MILWAUKEE,10-8-180    Snow and ice removal.,2/10/2015,12:34 PM,Transportation,1/2/1900,10,2015,41.9830479,-87.774826
50**,S,ARCHER,10-8-180    Snow and ice removal.,2/10/2015,11:26 AM,Transportation,1/2/1900,10,2015,41.802103,-87.724218
29**,S,WENTWORTH,10-8-180    Snow and ice removal.,2/10/2015,1:26 AM,Transportation,1/2/1900,10,2015,41.841041,-87.6320609
78**,S,PAULINA,10-8-180    Snow and ice removal.,2/11/2015,7:30 AM,Police,1/2/1900,11,2015,41.751968,-87.666245
63**,S,ST LAWRENCE,4-4-310(c)     Public ways - Maintenance,2/11/2015,4:39 AM,Police,1/2/1900,11,2015,41.7803078,-87.6108082
54**,S,INDIANA,10-8-180    Snow and ice removal.,2/11/2015,12:47 PM,Police,1/2/1900,11,2015,41.796525,-87.6209007
74**,S,EUCLID,10-8-180    Snow and ice removal.,2/11/2015,12:00 PM,Streets and Sanitation,1/2/1900,11,2015,41.7604772,-87.5776323
74**,S,EUCLID,10-8-180    Snow and ice removal.,2/11/2015,12:00 PM,Streets and Sanitation,1/2/1900,11,2015,41.7604772,-87.5776323
26**,W,50TH,10-8-180    Snow and ice removal.,2/11/2015,11:50 AM,Transportation,1/2/1900,11,2015,41.803292,-87.689842
61**,S,ARCHER,10-8-180    Snow and ice removal.,2/11/2015,3:05 AM,Transportation,1/2/1900,11,2015,41.7945345,-87.7703513
43**,W,ADAMS,10-8-180    Snow and ice removal.,2/11/2015,12:06 PM,Transportation,1/2/1900,11,2015,41.878139,-87.73308
75**,N,WOLCOTT,10-8-180    Snow and ice removal.,2/11/2015,10:15 AM,Transportation,1/2/1900,11,2015,42.0181655,-87.6775923
20**,W,111TH,10-8-180    Snow and ice removal.,2/11/2015,10:15 AM,Transportation,1/2/1900,11,2015,41.6919296,-87.6719382
20**,W,111TH,10-8-180    Snow and ice removal.,2/11/2015,10:15 AM,Transportation,1/2/1900,11,2015,41.6919296,-87.6719382
59**,N,NORTHWEST,10-8-180    Snow and ice removal.,2/11/2015,10:12 AM,Transportation,1/2/1900,11,2015,41.9882482,-87.7920029
28**,N,CICERO,10-8-180    Snow and ice removal.,2/11/2015,8:15 AM,Transportation,1/2/1900,11,2015,41.931773,-87.747023
52**,S,KEDZIE,10-8-180    Snow and ice removal.,2/11/2015,2:12 AM,Transportation,1/2/1900,11,2015,41.7988694,-87.7039801
27**,W,51ST,10-8-180    Snow and ice removal.,2/11/2015,1:02 AM,Transportation,1/2/1900,11,2015,41.8010309,-87.6915559
36**,S,WASHTENAW,10-8-180    Snow and ice removal.,2/11/2015,8:00 AM,Transportation,1/2/1900,11,2015,41.8281593,-87.6926203
116**,S,WALLACE,10-8-180    Snow and ice removal.,2/12/2015,10:00 AM,Police,1/2/1900,12,2015,41.684058,-87.6372844
116**,S,WALLACE,10-8-180    Snow and ice removal.,2/12/2015,10:00 AM,Police,1/2/1900,12,2015,41.684058,-87.6372844
116**,S,YALE,10-8-180    Snow and ice removal.,2/12/2015,10:30 AM,Police,1/2/1900,12,2015,41.6833014,-87.6291297
116**,S,YALE,10-8-180    Snow and ice removal.,2/12/2015,10:30 AM,Police,1/2/1900,12,2015,41.6833014,-87.6291297
75**,S,UNION,10-8-180    Snow and ice removal.,2/12/2015,3:26 AM,Police,1/2/1900,12,2015,41.7577785,-87.6420819
75**,S,UNION,10-8-180    Snow and ice removal.,2/12/2015,3:15 AM,Police,1/2/1900,12,2015,41.7577785,-87.6420819
116**,S,WALLACE,10-8-180    Snow and ice removal.,2/13/2015,6:00 AM,Police,1/2/1900,13,2015,41.684058,-87.6372844
116**,S,WALLACE,10-8-180    Snow and ice removal.,2/13/2015,6:00 AM,Police,1/2/1900,13,2015,41.684058,-87.6372844
116**,S,YALE,10-8-180    Snow and ice removal.,2/13/2015,6:15 AM,Police,1/2/1900,13,2015,41.6833014,-87.6291297
116**,S,YALE,10-8-180    Snow and ice removal.,2/13/2015,6:15 AM,Police,1/2/1900,13,2015,41.6833014,-87.6291297
56**,N,MAGNOLIA,10-8-180    Snow and ice removal.,2/13/2015,12:00 PM,Streets and Sanitation,1/2/1900,13,2015,41.9835766,-87.6613535
19**,W,CHASE,10-8-180    Snow and ice removal.,2/13/2015,12:00 PM,Streets and Sanitation,1/2/1900,13,2015,42.0137025,-87.6782421
19**,W,CHASE,10-8-180    Snow and ice removal.,2/13/2015,12:00 PM,Streets and Sanitation,1/2/1900,13,2015,42.0137025,-87.6782421
48**,N,PAULINA,10-8-180    Snow and ice removal.,2/13/2015,12:00 PM,Streets and Sanitation,1/2/1900,13,2015,41.9688832,-87.671019
72**,N,HAMILTON,10-8-180    Snow and ice removal.,2/13/2015,12:00 PM,Streets and Sanitation,1/2/1900,13,2015,42.0122249,-87.6849847
9**,N,PULASKI,10-8-180    Snow and ice removal.,2/13/2015,11:47 AM,Transportation,1/2/1900,13,2015,41.8973172,-87.726376
65**,N,CLARK,10-8-180    Snow and ice removal.,2/13/2015,2:15 AM,Transportation,1/2/1900,13,2015,41.999983,-87.6716514
19**,W,AINSLE,10-8-180    Snow and ice removal.,2/13/2015,11:30 AM,Transportation,1/2/1900,13,2015,41.970783,-87.676683
*,N,HARDING,10-8-180    Snow and ice removal.,2/13/2015,9:38 AM,Transportation,1/2/1900,13,2015,41.9391123,-87.7259572
59**,W,HIGGINS,10-8-180    Snow and ice removal.,2/13/2015,7:58 AM,Transportation,1/2/1900,13,2015,41.9725487,-87.775872
15**,E,86TH,10-8-180    Snow and ice removal.,2/13/2015,11:05 AM,Transportation,1/2/1900,13,2015,41.7380172,-87.5877078
78**,S,DREXEL,10-8-180    Snow and ice removal.,2/14/2015,3:46 AM,Police,1/2/1900,14,2015,41.752996,-87.6031109
78**,S,DREXEL,10-8-180    Snow and ice removal.,2/14/2015,3:50 AM,Police,1/2/1900,14,2015,41.752996,-87.6031109
78**,S,DREXEL,10-8-180    Snow and ice removal.,2/14/2015,4:09 AM,Police,1/2/1900,14,2015,41.752996,-87.6031109
78**,S,ELLIS,10-8-180    Snow and ice removal.,2/14/2015,3:12 AM,Police,1/2/1900,14,2015,41.7531329,-87.6003832
78**,S,INGLESIE,10-8-180    Snow and ice removal.,2/14/2015,3:20 AM,Police,1/2/1900,14,2015,41.7531187,-87.6016064
78**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/14/2015,3:25 AM,Police,1/2/1900,14,2015,41.7531187,-87.6016064
78**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/14/2015,3:30 AM,Police,1/2/1900,14,2015,41.7531187,-87.6016064
78**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/14/2015,3:35 AM,Police,1/2/1900,14,2015,41.7531187,-87.6016064
78**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/14/2015,3:40 AM,Police,1/2/1900,14,2015,41.7531187,-87.6016064
78**,S,MARYLAND,10-8-180    Snow and ice removal.,2/15/2015,3:38 AM,Police,1/2/1900,15,2015,41.7530948,-87.6040144
78**,S,MARYLAND,10-8-180    Snow and ice removal.,2/15/2015,3:41 AM,Police,1/2/1900,15,2015,41.7530948,-87.6040144
77**,S,DOBSON,10-8-180    Snow and ice removal.,2/15/2015,4:03 AM,Police,1/2/1900,15,2015,41.7549661,-87.5992065
76**,S,DOBSON,10-8-180    Snow and ice removal.,2/15/2015,4:09 AM,Police,1/2/1900,15,2015,41.7568009,-87.5992403
75**,S,ELLIS,10-8-180    Snow and ice removal.,2/15/2015,4:22 AM,Police,1/2/1900,15,2015,41.7586191,-87.6004984
75**,S,ELLIS,10-8-180    Snow and ice removal.,2/15/2015,4:27 AM,Police,1/2/1900,15,2015,41.7586191,-87.6004984
75**,S,ELLIS,10-8-180    Snow and ice removal.,2/15/2015,4:30 AM,Police,1/2/1900,15,2015,41.7586191,-87.6004984
80**,S,PAULINA,10-8-180    Snow and ice removal.,2/17/2015,3:20 AM,Police,1/2/1900,17,2015,41.748211,-87.666163
13**,W,GREENLEAF,10-8-180    Snow and ice removal.,2/17/2015,12:00 PM,Streets and Sanitation,1/2/1900,17,2015,42.0103873,-87.6624927
17**,W,PRATT,10-8-180    Snow and ice removal.,2/17/2015,12:00 PM,Streets and Sanitation,1/2/1900,17,2015,42.0053433,-87.6730757
71**,W,ARCHER,10-8-180    Snow and ice removal.,2/17/2015,12:10 PM,Transportation,1/2/1900,17,2015,41.7923902,-87.7991922
106**,S,HALE,10-8-180    Snow and ice removal.,2/17/2015,3:15 AM,Transportation,1/2/1900,17,2015,41.7010757,-87.6695584
50**,N,CICERO,10-8-180    Snow and ice removal.,2/17/2015,2:20 AM,Transportation,1/2/1900,17,2015,41.9717994,-87.7481674
52**,W,LAWRENCE,10-8-180    Snow and ice removal.,2/17/2015,2:40 AM,Transportation,1/2/1900,17,2015,41.9679089,-87.7578945
53**,N,CUMBERLAND,10-8-180    Snow and ice removal.,2/17/2015,8:32 AM,Transportation,1/2/1900,17,2015,41.9756997,-87.8366085
52**,W,DIVERSEY,10-8-180    Snow and ice removal.,2/17/2015,7:50 AM,Transportation,1/2/1900,17,2015,41.9316629,-87.7566446
51**,S,CICERO,10-8-180    Snow and ice removal.,2/17/2015,2:16 AM,Transportation,1/2/1900,17,2015,41.8001711,-87.7433078
58**,S,ARCHER,10-8-180    Snow and ice removal.,2/17/2015,1:02 AM,Transportation,1/2/1900,17,2015,41.7965532,-87.758473
50**,S,CICERO,10-8-180    Snow and ice removal.,2/17/2015,2:00 AM,Transportation,1/2/1900,17,2015,41.80169,-87.743396
*,S,DAMEN,10-8-180    Snow and ice removal.,2/17/2015,8:00 AM,Transportation,1/2/1900,17,2015,41.8807798,-87.6766145
23**,S,INDIANA,10-8-180    Snow and ice removal.,2/17/2015,9:00 AM,Transportation,1/2/1900,17,2015,41.850961,-87.62267
81**,S,MARSHFIELD,10-8-180    Snow and ice removal.,2/18/2015,6:27 AM,Police,1/2/1900,18,2015,41.7465069,-87.6649562
83**,W,FOREST PRESERVE,10-8-180    Snow and ice removal.,2/18/2015,12:00 PM,Streets and Sanitation,1/2/1900,18,2015,41.9413149,-87.8341375
**,N,CUMBERLAND,10-8-180    Snow and ice removal.,2/18/2015,10:36 AM,Transportation,1/2/1900,18,2015,41.9655628,-87.8380564
**,S,ARCHER,10-8-180    Snow and ice removal.,2/18/2015,8:49 AM,Transportation,1/2/1900,18,2015,41.815437,-87.7020764
78**,S,DREXEL,10-8-180    Snow and ice removal.,2/19/2015,3:53 AM,Police,1/2/1900,19,2015,41.752996,-87.6031109
9**,S,CALIFORNIA,10-8-180    Snow and ice removal.,2/19/2015,11:09 AM,Police,1/2/1900,19,2015,41.8698895,-87.6963538
13**,W,GREENLEAF,10-8-180    Snow and ice removal.,2/19/2015,12:00 PM,Streets and Sanitation,1/2/1900,19,2015,42.0103873,-87.6624927
22**,N,LAWLER,10-8-180    Snow and ice removal.,2/19/2015,12:00 PM,Streets and Sanitation,1/2/1900,19,2015,41.9206243,-87.7526488
22**,N,LAWLER,10-8-180    Snow and ice removal.,2/19/2015,12:00 PM,Streets and Sanitation,1/2/1900,19,2015,41.9206243,-87.7526488
47**,S,COTTAGE GROV,10-8-180    Snow and ice removal.,2/19/2015,1:30 AM,Transportation,1/2/1900,19,2015,41.809299,-87.60694
8**,S,MICHIGAN,10-8-180    Snow and ice removal.,2/19/2015,9:30 AM,Transportation,1/2/1900,19,2015,41.8715182,-87.6247436
23**,S,INDIANA,10-8-180    Snow and ice removal.,2/19/2015,10:00 AM,Transportation,1/2/1900,19,2015,41.850961,-87.62267
23**,S,INDIANA,10-8-180    Snow and ice removal.,2/19/2015,9:05 AM,Transportation,1/2/1900,19,2015,41.850961,-87.62267
3**,E,119TH,10-8-180    Snow and ice removal.,2/20/2015,7:50 AM,Police,1/2/1900,20,2015,41.6783212,-87.6163998
119**,S,PRAIRIE,10-8-180    Snow and ice removal.,2/20/2015,7:00 AM,Police,1/2/1900,20,2015,41.6780888,-87.616591
119**,S,PRAIRIE,10-8-180    Snow and ice removal.,2/20/2015,7:00 AM,Police,1/2/1900,20,2015,41.6780888,-87.616591
72**,N,RIDGE,10-8-180    Snow and ice removal.,2/20/2015,12:00 PM,Streets and Sanitation,1/2/1900,20,2015,42.0126007,-87.6836427
44**,N,AUSTIN,10-8-180    Snow and ice removal.,2/20/2015,8:30 AM,Transportation,1/2/1900,20,2015,41.9603558,-87.7770154
47**,W,ROSCOE,10-8-180    Snow and ice removal.,2/20/2015,10:10 AM,Transportation,1/2/1900,20,2015,41.9425124,-87.7440173
59**,W,MONTROSE,10-8-180    Snow and ice removal.,2/20/2015,8:35 AM,Transportation,1/2/1900,20,2015,41.9607211,-87.7748344
44**,S,SPRINGFIELD,10-8-180    Snow and ice removal.,2/20/2015,10:10 AM,Transportation,1/2/1900,20,2015,41.8133821,-87.7213325
82**,S,ST LAWRENCE,10-8-180    Snow and ice removal.,2/21/2015,4:05 AM,Police,1/2/1900,21,2015,41.7455512,-87.6102605
3**,E,119TH,10-8-180    Snow and ice removal.,2/21/2015,7:50 AM,Police,1/2/1900,21,2015,41.6783212,-87.6163998
119**,S,PRAIRIE,10-8-180    Snow and ice removal.,2/21/2015,7:00 AM,Police,1/2/1900,21,2015,41.6780888,-87.616591
119**,S,PRAIRIE,10-8-180    Snow and ice removal.,2/21/2015,7:00 AM,Police,1/2/1900,21,2015,41.6780888,-87.616591
119**,S,PRAIRIE,10-8-180    Snow and ice removal.,2/23/2015,7:00 AM,Police,1/2/1900,23,2015,41.6780888,-87.616591
119**,S,PRAIRIE,10-8-180    Snow and ice removal.,2/23/2015,7:00 AM,Police,1/2/1900,23,2015,41.6780888,-87.616591
3**,E,119TH,10-8-180    Snow and ice removal.,2/23/2015,7:50 AM,Police,1/2/1900,23,2015,41.6783212,-87.6163998
75**,S,HARVARD,10-8-180    Snow and ice removal.,2/23/2015,2:50 AM,Police,1/2/1900,23,2015,41.7580837,-87.6328619
13**,W,CHASE,10-8-180    Snow and ice removal.,2/23/2015,12:00 PM,Streets and Sanitation,1/2/1900,23,2015,42.0139335,-87.664077
**,W,DIVISION,10-8-180    Snow and ice removal.,2/23/2015,9:50 AM,Transportation,1/2/1900,23,2015,41.9039354,-87.6286832
24**,W,MONTROSE,10-8-180    Snow and ice removal.,2/23/2015,2:30 AM,Transportation,1/2/1900,23,2015,41.9613165,-87.6887637
41**,N,PULASKI,10-8-180    Snow and ice removal.,2/23/2015,12:40 PM,Transportation,1/2/1900,23,2015,41.9556436,-87.7278676
63**,N,PULASKI,10-8-180    Snow and ice removal.,2/23/2015,12:31 PM,Transportation,1/2/1900,23,2015,41.995563,-87.729213
41**,W,LAWRENCE,10-8-180    Snow and ice removal.,2/23/2015,12:32 PM,Transportation,1/2/1900,23,2015,41.9684141,-87.7307476
40**,W,51ST,10-8-180    Snow and ice removal.,2/23/2015,8:47 AM,Transportation,1/2/1900,23,2015,41.8005365,-87.7234858
76**,S,MARYLAND,10-8-180    Snow and ice removal.,2/24/2015,2:50 AM,Police,1/2/1900,24,2015,41.7567468,-87.6040841
9**,E,76TH,10-8-180    Snow and ice removal.,2/24/2015,3:05 AM,Police,1/2/1900,24,2015,41.7569912,-87.6026741
76**,S,MARYLAND,10-8-180    Snow and ice removal.,2/24/2015,2:51 AM,Police,1/2/1900,24,2015,41.7567468,-87.6040841
76**,S,DREXEL,10-8-180    Snow and ice removal.,2/24/2015,3:18 AM,Police,1/2/1900,24,2015,41.7567806,-87.6028897
76**,S,DREXEL,10-8-180    Snow and ice removal.,2/24/2015,3:27 AM,Police,1/2/1900,24,2015,41.7567806,-87.6028897
78**,S,GREENWOOD,10-8-180    Snow and ice removal.,2/24/2015,4:22 AM,Police,1/2/1900,24,2015,41.753044,-87.5981784
36**,W,79TH,10-8-180    Snow and ice removal.,2/24/2015,10:16 AM,Transportation,1/2/1900,24,2015,41.7500372,-87.7132479
**,W,35TH,10-8-180    Snow and ice removal.,2/24/2015,11:15 AM,Transportation,1/2/1900,24,2015,41.8310085,-87.6266247
79**,S,ELLIS,10-8-180    Snow and ice removal.,2/25/2015,3:11 AM,Police,1/2/1900,25,2015,41.7513105,-87.6003421
69**,N,ASHLAND,10-8-180    Snow and ice removal.,2/25/2015,12:00 PM,Streets and Sanitation,1/2/1900,25,2015,42.0066636,-87.6703515
14**,W,35TH,10-8-180    Snow and ice removal.,2/25/2015,3:30 AM,Transportation,1/2/1900,25,2015,41.8315074,-87.6626927
61**,S,SEELEY,10-8-180    Snow and ice removal.,2/25/2015,9:30 AM,Transportation,1/2/1900,25,2015,41.7820656,-87.6751997
50**,S,ARCHER,10-8-180    Snow and ice removal.,2/25/2015,9:01 AM,Transportation,1/2/1900,25,2015,41.802103,-87.724218
5**,E,61ST,10-8-180    Snow and ice removal.,2/25/2015,2:40 AM,Transportation,1/2/1900,25,2015,41.7840751,-87.6129888
18**,W,59TH,10-8-180    Snow and ice removal.,2/25/2015,8:00 AM,Transportation,1/2/1900,25,2015,41.7866786,-87.6692701
95**,S,RACINE,10-8-180    Snow and ice removal.,2/25/2015,3:20 AM,Transportation,1/2/1900,25,2015,41.7212695,-87.6529479
78**,S,PAULINA,10-8-180    Snow and ice removal.,2/26/2015,2:54 AM,Police,1/2/1900,26,2015,41.751968,-87.666245
86**,S,ASHLAND,10-8-180    Snow and ice removal.,2/26/2015,2:28 AM,Transportation,1/2/1900,26,2015,41.737028,-87.663479
79**,S,WESTERN,10-8-180    Snow and ice removal.,2/26/2015,2:12 AM,Transportation,1/2/1900,26,2015,41.7497994,-87.6832221
79**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/27/2015,4:12 AM,Police,1/2/1900,27,2015,41.7512849,-87.6015512
79**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/27/2015,4:29 AM,Police,1/2/1900,27,2015,41.7512849,-87.6015512
79**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/27/2015,4:21 AM,Police,1/2/1900,27,2015,41.7512849,-87.6015512
79**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/27/2015,4:18 AM,Police,1/2/1900,27,2015,41.7512849,-87.6015512
79**,S,INGLESIDE,10-8-180    Snow and ice removal.,2/27/2015,4:15 AM,Police,1/2/1900,27,2015,41.7512849,-87.6015512
36**,N,LEAVITT,10-8-180    Snow and ice removal.,2/27/2015,12:00 PM,Streets and Sanitation,1/2/1900,27,2015,41.9468131,-87.6834065
